Row Labels,Count of CaseNumber,,,,,,,
1855,1,,,,,,,
2018-0F1-028021,3,,,,,,,
1667,1,,,,,,,
3045,1,,,,,,,
3170,1,,,,,,,
2018-0F1-028028,3,,,,,,,
1571,1,,,,,,,
3045,1,,,,,,,
3960,1,,,,,,,
2018-0F1-030546,1,,,,,,,
3114,1,,,,,,,
2018-0F1-031114,1,,,,,,,
1934,1,,,,,,,
2018-0F1-031955,1,,,,,,,
3265,1,,,,,,,
2018-0F1-032639,1,,,,,,,
3912,1,,,,,,,
2018-0F1-035059,4,,,,,,,
1667,1,,,,,,,
1980,1,,,,,,,
2382,1,,,,,,,
3012,1,,,,,,,
2018-0F1-035111,1,,,,,,,
3479,1,,,,,,,
2018-0F1-037056,2,,,,,,,
3169,1,,,,,,,
4003,1,,,,,,,
2018-0F1-037533,1,,,,,,,
3031,1,,,,,,,
2018-0F1-037985,1,,,,,,,
3114,1,,,,,,,
2018-0F1-038328,1,,,,,,,
3363,1,,,,,,,
2018-0F1-038488,1,,,,,,,
3912,1,,,,,,,
2018-0F1-038622,1,,,,,,,
1571,1,,,,,,,
2018-0F1-039061,2,,,,,,,
3960,1,,,,,,,
4239,1,,,,,,,
2018-0F1-039071,2,,,,,,,
3031,1,,,,,,,
3960,1,,,,,,,
2018-0F1-039981,1,,,,,,,
528,1,,,,,,,
2018-0F1-040169,1,,,,,,,
3973,1,,,,,,,
2018-0F1-041723,2,,,,,,,
1588,1,,,,,,,
3160,1,,,,,,,
2018-0F1-041782,1,,,,,,,
3363,1,,,,,,,
2018-0F1-042249,1,,,,,,,
3285,1,,,,,,,
2018-0F1-043122,2,,,,,,,
995,1,,,,,,,
2706,1,,,,,,,
2018-0F1-043261,1,,,,,,,
1084,1,,,,,,,
2018-0F1-043808,6,,,,,,,
863,2,,,,,,,
2580,2,,,,,,,
3479,2,,,,,,,
2018-0F1-044249,2,,,,,,,
1980,1,,,,,,,
3484,1,,,,,,,
2018-0F1-044259,1,,,,,,,
3484,1,,,,,,,
2018-0F1-044267,2,,,,,,,
3484,1,,,,,,,
3973,1,,,,,,,
2018-0F1-044761,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2018-0F1-044920,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2018-0F1-045274,1,,,,,,,
3029,1,,,,,,,
2018-0F1-045276,1,,,,,,,
3029,1,,,,,,,
2018-0F1-045280,1,,,,,,,
3029,1,,,,,,,
2018-0F1-045728,2,,,,,,,
3576,1,,,,,,,
3960,1,,,,,,,
2018-0F1-045740,1,,,,,,,
3960,1,,,,,,,
2018-0F1-045744,1,,,,,,,
3441,1,,,,,,,
2018-0F1-045796,4,,,,,,,
1350,1,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
3265,1,,,,,,,
2018-0F1-045909,4,,,,,,,
671,1,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
3287,1,,,,,,,
2018-0F1-046045,2,,,,,,,
3194,1,,,,,,,
3484,1,,,,,,,
2018-0F1-046274,2,,,,,,,
1854,1,,,,,,,
3883,1,,,,,,,
2018-0F1-046467,2,,,,,,,
3479,1,,,,,,,
3912,1,,,,,,,
2018-0F1-046909,1,,,,,,,
3912,1,,,,,,,
2018-0F1-046910,2,,,,,,,
2580,1,,,,,,,
4008,1,,,,,,,
2018-0F1-047332,1,,,,,,,
2851,1,,,,,,,
2018-0F1-047383,1,,,,,,,
3114,1,,,,,,,
2018-0F1-047522,1,,,,,,,
3285,1,,,,,,,
2018-0F1-047712,1,,,,,,,
3285,1,,,,,,,
2018-0F1-047897,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2018-0F1-047904,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2018-0F1-047983,1,,,,,,,
1980,1,,,,,,,
2018-0F1-047991,1,,,,,,,
3029,1,,,,,,,
2018-0F1-048000,2,,,,,,,
3029,2,,,,,,,
2018-0F1-048002,1,,,,,,,
3576,1,,,,,,,
2018-0F1-048005,1,,,,,,,
1980,1,,,,,,,
2018-0F1-048006,1,,,,,,,
1980,1,,,,,,,
2018-0F1-048007,1,,,,,,,
1980,1,,,,,,,
2018-0F1-048040,1,,,,,,,
3045,1,,,,,,,
2018-0F1-048152,1,,,,,,,
3029,1,,,,,,,
2018-0F1-048212,1,,,,,,,
3045,1,,,,,,,
2018-0F1-048316,1,,,,,,,
3029,1,,,,,,,
2018-0F1-048324,1,,,,,,,
3029,1,,,,,,,
2018-0F1-048332,1,,,,,,,
3029,1,,,,,,,
2018-0F1-048480,1,,,,,,,
3045,1,,,,,,,
2018-0F1-048492,1,,,,,,,
3045,1,,,,,,,
2018-0F1-048517,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2018-0F1-048522,2,,,,,,,
3029,1,,,,,,,
3265,1,,,,,,,
2018-0F1-048965,1,,,,,,,
3484,1,,,,,,,
2018-0F1-048968,1,,,,,,,
3029,1,,,,,,,
2018-0F1-048992,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049268,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049276,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049277,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049280,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049312,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049411,1,,,,,,,
863,1,,,,,,,
2018-0F1-049431,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049441,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049444,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049453,1,,,,,,,
3029,1,,,,,,,
2018-0F1-049489,1,,,,,,,
3045,1,,,,,,,
2018-0F1-049656,2,,,,,,,
3031,1,,,,,,,
3995,1,,,,,,,
2018-0F1-049808,2,,,,,,,
3912,2,,,,,,,
2018-0F1-050285,1,,,,,,,
3441,1,,,,,,,
2018-0F1-050627,1,,,,,,,
3029,1,,,,,,,
2018-0F1-050628,1,,,,,,,
3029,1,,,,,,,
2018-0F1-050629,1,,,,,,,
3029,1,,,,,,,
2018-0F1-050631,1,,,,,,,
3029,1,,,,,,,
2018-0F1-050678,1,,,,,,,
3029,1,,,,,,,
2018-0F1-050803,1,,,,,,,
3029,1,,,,,,,
2018-0F1-050811,1,,,,,,,
3029,1,,,,,,,
2018-0F1-050849,1,,,,,,,
3029,1,,,,,,,
2018-0F1-051341,1,,,,,,,
3031,1,,,,,,,
2018-0F1-051710,1,,,,,,,
3029,1,,,,,,,
2018-0F1-051721,1,,,,,,,
3029,1,,,,,,,
2018-0F1-051733,1,,,,,,,
3029,1,,,,,,,
2018-0F1-051776,1,,,,,,,
3029,1,,,,,,,
2018-0F1-051786,1,,,,,,,
3045,1,,,,,,,
2018-0F1-051882,1,,,,,,,
3029,1,,,,,,,
2018-0F1-051888,1,,,,,,,
3029,1,,,,,,,
2018-0F1-051893,1,,,,,,,
3029,1,,,,,,,
2018-0F1-051906,2,,,,,,,
3029,1,,,,,,,
4008,1,,,,,,,
2018-0F1-051933,1,,,,,,,
3029,1,,,,,,,
2018-0F1-052319,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2018-0F1-052320,2,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
2018-0H1-000301,1,,,,,,,
2662,1,,,,,,,
2018-0H1-003125,2,,,,,,,
3240,1,,,,,,,
3893,1,,,,,,,
2018-0H1-003181,2,,,,,,,
3297,2,,,,,,,
2018-0H2-001863,1,,,,,,,
3485,1,,,,,,,
2018-0H2-009654,1,,,,,,,
4010,1,,,,,,,
2018-0H3-000520,1,,,,,,,
3553,1,,,,,,,
2018-0H3-001075,2,,,,,,,
3744,1,,,,,,,
4149,1,,,,,,,
2018-0H3-001106,24,,,,,,,
2245,4,,,,,,,
3037,4,,,,,,,
3254,4,,,,,,,
3511,4,,,,,,,
3818,4,,,,,,,
4149,4,,,,,,,
2018-0H3-001252,2,,,,,,,
3553,2,,,,,,,
2018-0H3-001624,4,,,,,,,
3744,2,,,,,,,
4180,2,,,,,,,
2018-0H3-001706,2,,,,,,,
3869,1,,,,,,,
4174,1,,,,,,,
2018-0H3-001747,3,,,,,,,
4175,3,,,,,,,
2018-0H3-001802,2,,,,,,,
3744,1,,,,,,,
4180,1,,,,,,,
2018-0H3-002327,1,,,,,,,
4149,1,,,,,,,
2018-0H3-006843,1,,,,,,,
3583,1,,,,,,,
2018-0H3-006965,1,,,,,,,
3744,1,,,,,,,
2018-0H3-007243,1,,,,,,,
2824,1,,,,,,,
2018-0H4-000148,1,,,,,,,
3379,1,,,,,,,
2018-0H4-000258,1,,,,,,,
3120,1,,,,,,,
2018-0H4-000660,1,,,,,,,
2994,1,,,,,,,
2018-0H4-000763,1,,,,,,,
3617,1,,,,,,,
2018-0H4-001250,1,,,,,,,
3065,1,,,,,,,
2018-0H4-001515,1,,,,,,,
3379,1,,,,,,,
2018-0H4-001516,1,,,,,,,
3379,1,,,,,,,
2018-0H4-001623,2,,,,,,,
3581,2,,,,,,,
2018-0H4-001752,2,,,,,,,
654,1,,,,,,,
2965,1,,,,,,,
2018-0H4-001796,1,,,,,,,
3615,1,,,,,,,
2018-0H4-001797,2,,,,,,,
3615,2,,,,,,,
2018-0H4-002184,1,,,,,,,
3065,1,,,,,,,
2018-0H4-002220,1,,,,,,,
3409,1,,,,,,,
2018-0H4-002277,3,,,,,,,
3035,1,,,,,,,
3621,1,,,,,,,
4164,1,,,,,,,
2018-0H4-002574,1,,,,,,,
4124,1,,,,,,,
2018-0H4-002897,1,,,,,,,
3893,1,,,,,,,
2018-0H4-003004,1,,,,,,,
(blank),1,,,,,,,
2018-0H4-003187,1,,,,,,,
(blank),1,,,,,,,
2018-0H4-003188,1,,,,,,,
3695,1,,,,,,,
2018-0H4-003528,1,,,,,,,
3281,1,,,,,,,
2018-0H4-003858,2,,,,,,,
3065,2,,,,,,,
2018-0H4-003986,4,,,,,,,
3962,2,,,,,,,
3972,2,,,,,,,
2018-0H4-004168,2,,,,,,,
3695,1,,,,,,,
4119,1,,,,,,,
2018-0H4-004196,1,,,,,,,
3695,1,,,,,,,
2018-0H4-004696,2,,,,,,,
3219,1,,,,,,,
3695,1,,,,,,,
2018-0H4-004707,1,,,,,,,
3893,1,,,,,,,
2018-0H4-004784,1,,,,,,,
3835,1,,,,,,,
2018-0H4-004901,1,,,,,,,
3217,1,,,,,,,
2018-0H4-004963,1,,,,,,,
3581,1,,,,,,,
2018-0H4-005048,1,,,,,,,
3581,1,,,,,,,
2018-0H4-005159,1,,,,,,,
2965,1,,,,,,,
2018-0H4-005161,1,,,,,,,
2965,1,,,,,,,
2018-0H4-005167,2,,,,,,,
3120,1,,,,,,,
3281,1,,,,,,,
2018-0H4-005340,1,,,,,,,
3120,1,,,,,,,
2018-0H4-005395,2,,,,,,,
3962,1,,,,,,,
4192,1,,,,,,,
2018-0H4-005397,2,,,,,,,
3962,1,,,,,,,
4192,1,,,,,,,
2018-0H4-005653,1,,,,,,,
3394,1,,,,,,,
2018-0H4-006049,1,,,,,,,
3615,1,,,,,,,
2018-0H4-006093,1,,,,,,,
2994,1,,,,,,,
2018-0H4-006101,1,,,,,,,
2994,1,,,,,,,
2018-0H4-006189,1,,,,,,,
3394,1,,,,,,,
2018-0H4-006265,1,,,,,,,
3065,1,,,,,,,
2018-0H4-006563,1,,,,,,,
4004,1,,,,,,,
2018-0H4-006686,1,,,,,,,
3581,1,,,,,,,
2018-0H4-006713,1,,,,,,,
3065,1,,,,,,,
2018-0H4-006757,1,,,,,,,
3615,1,,,,,,,
2018-0H4-006812,1,,,,,,,
1767,1,,,,,,,
2018-0H4-006964,1,,,,,,,
3219,1,,,,,,,
2018-0H4-006965,1,,,,,,,
3219,1,,,,,,,
2018-0H4-006982,2,,,,,,,
(blank),2,,,,,,,
2018-0H4-007053,2,,,,,,,
3219,1,,,,,,,
3730,1,,,,,,,
2018-0H4-007058,1,,,,,,,
3065,1,,,,,,,
2018-0H4-007110,1,,,,,,,
1221,1,,,,,,,
2018-0H4-007124,1,,,,,,,
3835,1,,,,,,,
2018-0H4-007402,1,,,,,,,
3065,1,,,,,,,
2018-0H4-007442,1,,,,,,,
3835,1,,,,,,,
2018-0H5-001156,1,,,,,,,
3205,1,,,,,,,
2018-0H5-002065,1,,,,,,,
1491,1,,,,,,,
2018-0H5-003609,2,,,,,,,
1491,1,,,,,,,
3150,1,,,,,,,
2018-0H5-003807,1,,,,,,,
3205,1,,,,,,,
2018-0H5-004892,1,,,,,,,
3150,1,,,,,,,
2018-0H5-004894,1,,,,,,,
3150,1,,,,,,,
2018-0H5-004924,1,,,,,,,
3205,1,,,,,,,
2018-0H5-005573,2,,,,,,,
2734,1,,,,,,,
3205,1,,,,,,,
2018-0H5-005796,2,,,,,,,
1491,1,,,,,,,
3202,1,,,,,,,
2018-0H5-005802,1,,,,,,,
3202,1,,,,,,,
2018-0H5-005951,2,,,,,,,
3205,1,,,,,,,
3404,1,,,,,,,
2018-0H5-006511,1,,,,,,,
3094,1,,,,,,,
2018-0H5-006724,1,,,,,,,
3150,1,,,,,,,
2018-0H5-007296,1,,,,,,,
2997,1,,,,,,,
2018-0H5-007763,1,,,,,,,
3150,1,,,,,,,
2018-0H5-007847,1,,,,,,,
2734,1,,,,,,,
2018-0H5-008071,2,,,,,,,
3205,1,,,,,,,
3429,1,,,,,,,
2018-0H5-008750,1,,,,,,,
3429,1,,,,,,,
2018-0H5-008770,1,,,,,,,
3429,1,,,,,,,
2018-0H5-008970,1,,,,,,,
3205,1,,,,,,,
2018-0H5-009046,1,,,,,,,
(blank),1,,,,,,,
2018-0H6-000267,1,,,,,,,
3670,1,,,,,,,
2018-0H6-001029,2,,,,,,,
3217,1,,,,,,,
4117,1,,,,,,,
2018-0H6-001069,1,,,,,,,
3670,1,,,,,,,
2018-0H6-002510,1,,,,,,,
3584,1,,,,,,,
2018-0H6-002782,1,,,,,,,
4026,1,,,,,,,
2018-0H6-003238,2,,,,,,,
3326,1,,,,,,,
3637,1,,,,,,,
2018-0H6-003369,2,,,,,,,
3110,2,,,,,,,
2018-0H6-004520,1,,,,,,,
3670,1,,,,,,,
2018-0H6-004634,1,,,,,,,
3511,1,,,,,,,
2018-0H6-004646,1,,,,,,,
3584,1,,,,,,,
2018-0H6-004672,2,,,,,,,
3188,1,,,,,,,
3344,1,,,,,,,
2018-0H6-004847,1,,,,,,,
3144,1,,,,,,,
2018-0H6-004901,1,,,,,,,
3670,1,,,,,,,
2018-0H6-004906,1,,,,,,,
3670,1,,,,,,,
2018-0H6-005526,2,,,,,,,
4088,1,,,,,,,
4235,1,,,,,,,
2018-0H6-005729,1,,,,,,,
(blank),1,,,,,,,
2018-0H6-005767,3,,,,,,,
(blank),3,,,,,,,
2018-0H6-006388,1,,,,,,,
4235,1,,,,,,,
2018-0H6-006534,1,,,,,,,
2901,1,,,,,,,
2018-0H6-007487,1,,,,,,,
2458,1,,,,,,,
2018-0H6-007495,3,,,,,,,
(blank),3,,,,,,,
2018-0H6-007510,1,,,,,,,
3444,1,,,,,,,
2018-0H6-007539,1,,,,,,,
(blank),1,,,,,,,
2018-0H6-007570,1,,,,,,,
2458,1,,,,,,,
2018-0H6-007696,1,,,,,,,
4004,1,,,,,,,
2018-0H6-007705,1,,,,,,,
2458,1,,,,,,,
2018-0H6-007774,1,,,,,,,
3837,1,,,,,,,
2018-0H6-007778,1,,,,,,,
4192,1,,,,,,,
2018-0H6-007785,1,,,,,,,
4088,1,,,,,,,
2018-0H6-007817,2,,,,,,,
4088,2,,,,,,,
2018-0H6-007868,1,,,,,,,
4192,1,,,,,,,
2018-0H6-007890,1,,,,,,,
4088,1,,,,,,,
2018-0H6-007892,1,,,,,,,
(blank),1,,,,,,,
2018-0H6-007946,1,,,,,,,
4004,1,,,,,,,
2018-0H6-007995,1,,,,,,,
4192,1,,,,,,,
2018-0H6-008091,1,,,,,,,
4004,1,,,,,,,
2018-0H6-008474,1,,,,,,,
4058,1,,,,,,,
2018-0H6-008616,1,,,,,,,
4058,1,,,,,,,
2018-0H7-000597,2,,,,,,,
3541,2,,,,,,,
2018-0H7-001419,1,,,,,,,
3541,1,,,,,,,
2018-0H7-001747,1,,,,,,,
3541,1,,,,,,,
2018-0H7-003160,1,,,,,,,
3541,1,,,,,,,
2018-0H7-003698,1,,,,,,,
3621,1,,,,,,,
2018-0H7-004748,2,,,,,,,
3541,2,,,,,,,
2018-0H7-006140,1,,,,,,,
3541,1,,,,,,,
2018-0H7-006141,1,,,,,,,
3541,1,,,,,,,
2018-0H7-007721,1,,,,,,,
3541,1,,,,,,,
2018-0H9-000420,2,,,,,,,
1560,1,,,,,,,
3162,1,,,,,,,
2018-0H9-000631,1,,,,,,,
561,1,,,,,,,
2018-0H9-001907,1,,,,,,,
817,1,,,,,,,
2018-0H9-002266,5,,,,,,,
3332,5,,,,,,,
2018-0H9-002506,2,,,,,,,
1804,1,,,,,,,
3980,1,,,,,,,
2018-0H9-002650,3,,,,,,,
1417,1,,,,,,,
4071,1,,,,,,,
4170,1,,,,,,,
2018-0H9-002991,2,,,,,,,
2503,1,,,,,,,
2965,1,,,,,,,
2018-0H9-002993,1,,,,,,,
(blank),1,,,,,,,
2018-0H9-003049,1,,,,,,,
(blank),1,,,,,,,
2018-0H9-003245,2,,,,,,,
3219,1,,,,,,,
3309,1,,,,,,,
2018-0H9-003304,1,,,,,,,
(blank),1,,,,,,,
2018-0H9-003310,4,,,,,,,
3332,4,,,,,,,
2018-0H9-004000,5,,,,,,,
817,1,,,,,,,
2896,1,,,,,,,
3224,1,,,,,,,
3914,1,,,,,,,
3916,1,,,,,,,
2018-0H9-004125,4,,,,,,,
1005,2,,,,,,,
3914,2,,,,,,,
2018-0H9-004212,2,,,,,,,
2965,1,,,,,,,
3914,1,,,,,,,
2018-0H9-004294,2,,,,,,,
3914,1,,,,,,,
3969,1,,,,,,,
2018-0H9-004397,1,,,,,,,
3914,1,,,,,,,
2018-0H9-004430,2,,,,,,,
3275,1,,,,,,,
3916,1,,,,,,,
2018-0H9-004480,2,,,,,,,
2503,1,,,,,,,
3914,1,,,,,,,
2018-0H9-004532,8,,,,,,,
817,4,,,,,,,
3916,4,,,,,,,
2018-0H9-004539,2,,,,,,,
817,2,,,,,,,
2018-0H9-004540,1,,,,,,,
817,1,,,,,,,
2018-0H9-004541,1,,,,,,,
817,1,,,,,,,
2018-0H9-004542,1,,,,,,,
817,1,,,,,,,
2018-0H9-004547,2,,,,,,,
678,1,,,,,,,
3205,1,,,,,,,
2018-0H9-004557,2,,,,,,,
3219,1,,,,,,,
3938,1,,,,,,,
2018-0H9-004714,1,,,,,,,
4090,1,,,,,,,
2018-0H9-004733,10,,,,,,,
817,5,,,,,,,
3916,5,,,,,,,
2018-0H9-004734,2,,,,,,,
817,2,,,,,,,
2018-0H9-004808,9,,,,,,,
678,3,,,,,,,
3838,3,,,,,,,
4052,3,,,,,,,
2018-0H9-004815,2,,,,,,,
817,1,,,,,,,
3232,1,,,,,,,
2018-0H9-004864,1,,,,,,,
4090,1,,,,,,,
2018-0H9-004894,1,,,,,,,
4106,1,,,,,,,
2018-0H9-005230,1,,,,,,,
4090,1,,,,,,,
2018-0H9-005249,1,,,,,,,
4090,1,,,,,,,
2018-0H9-005273,1,,,,,,,
3969,1,,,,,,,
2018-0H9-005465,2,,,,,,,
3232,1,,,,,,,
3969,1,,,,,,,
2018-0H9-005517,1,,,,,,,
4090,1,,,,,,,
2018-0H9-005540,2,,,,,,,
654,1,,,,,,,
2896,1,,,,,,,
2018-0H9-005703,2,,,,,,,
4090,1,,,,,,,
4106,1,,,,,,,
2018-0H9-005711,1,,,,,,,
4090,1,,,,,,,
2018-0H9-006133,1,,,,,,,
4090,1,,,,,,,
2018-0H9-006244,1,,,,,,,
(blank),1,,,,,,,
2018-0H9-006335,3,,,,,,,
678,1,,,,,,,
3485,1,,,,,,,
3969,1,,,,,,,
2018-0H9-006367,2,,,,,,,
3584,2,,,,,,,
2018-0H9-006385,1,,,,,,,
2965,1,,,,,,,
2018-0H9-006426,1,,,,,,,
4090,1,,,,,,,
2018-0H9-006518,1,,,,,,,
4090,1,,,,,,,
2018-0H9-006583,2,,,,,,,
817,1,,,,,,,
3232,1,,,,,,,
2018-0H9-006584,2,,,,,,,
817,1,,,,,,,
3232,1,,,,,,,
2018-0H9-006644,2,,,,,,,
3542,1,,,,,,,
4180,1,,,,,,,
2018-0H9-006767,2,,,,,,,
817,1,,,,,,,
3232,1,,,,,,,
2018-0H9-006796,1,,,,,,,
3542,1,,,,,,,
2018-0H9-006807,1,,,,,,,
3542,1,,,,,,,
2018-0H9-006840,1,,,,,,,
3542,1,,,,,,,
2018-0H9-006892,1,,,,,,,
3542,1,,,,,,,
2018-0H9-006944,1,,,,,,,
4220,1,,,,,,,
2018-0H9-006986,1,,,,,,,
3542,1,,,,,,,
2018-0H9-007030,1,,,,,,,
3695,1,,,,,,,
2018-0H9-007035,1,,,,,,,
3542,1,,,,,,,
2018-0H9-007038,1,,,,,,,
4106,1,,,,,,,
2018-0H9-007042,1,,,,,,,
3542,1,,,,,,,
2018-0H9-007057,1,,,,,,,
3232,1,,,,,,,
2018-0HH-001405,3,,,,,,,
1671,1,,,,,,,
2636,1,,,,,,,
3370,1,,,,,,,
2018-GES-000061,2,,,,,,,
3510,1,,,,,,,
3717,1,,,,,,,
2018-GES-000150,2,,,,,,,
3163,1,,,,,,,
3518,1,,,,,,,
2018-GES-000701,1,,,,,,,
3163,1,,,,,,,
2018-GES-000788,2,,,,,,,
3880,2,,,,,,,
2018-GES-000943,1,,,,,,,
2839,1,,,,,,,
2018-GES-002002,1,,,,,,,
(blank),1,,,,,,,
2018-GEU-001239,3,,,,,,,
1856,1,,,,,,,
3408,1,,,,,,,
3518,1,,,,,,,
2018-GEU-003047,1,,,,,,,
(blank),1,,,,,,,
2018-TST-000192,4,,,,,,,
1350,1,,,,,,,
3029,1,,,,,,,
3045,1,,,,,,,
3265,1,,,,,,,
2019-0A1-000763,1,,,,,,,
3849,1,,,,,,,
2019-0A1-001384,1,,,,,,,
3811,1,,,,,,,
2019-0A1-006633,1,,,,,,,
3849,1,,,,,,,
2019-0A1-009121,3,,,,,,,
4164,3,,,,,,,
2019-0A1-009930,1,,,,,,,
2721,1,,,,,,,
2019-0A2-004519,2,,,,,,,
2747,1,,,,,,,
4271,1,,,,,,,
2019-0A3-007707,1,,,,,,,
(blank),1,,,,,,,
2019-0A3-008704,4,,,,,,,
3468,2,,,,,,,
4278,2,,,,,,,
2019-0A4-002193,3,,,,,,,
3823,3,,,,,,,
2019-0A4-002869,2,,,,,,,
3921,1,,,,,,,
3968,1,,,,,,,
2019-0A4-005026,1,,,,,,,
3823,1,,,,,,,
2019-0A4-005855,2,,,,,,,
4164,2,,,,,,,
2019-0A4-006071,1,,,,,,,
3635,1,,,,,,,
2019-0A4-006952,2,,,,,,,
3823,1,,,,,,,
4291,1,,,,,,,
2019-0A4-007797,2,,,,,,,
3823,1,,,,,,,
4383,1,,,,,,,
2019-0A5-000101,1,,,,,,,
3582,1,,,,,,,
2019-0A5-001093,1,,,,,,,
4047,1,,,,,,,
2019-0A5-002251,1,,,,,,,
3765,1,,,,,,,
2019-0A5-004618,1,,,,,,,
2007,1,,,,,,,
2019-0A5-004776,1,,,,,,,
3765,1,,,,,,,
2019-0A5-005334,2,,,,,,,
3765,1,,,,,,,
4398,1,,,,,,,
2019-0A5-005407,1,,,,,,,
2007,1,,,,,,,
2019-0A5-005593,1,,,,,,,
4398,1,,,,,,,
2019-0A5-005594,1,,,,,,,
4398,1,,,,,,,
2019-0A5-005595,1,,,,,,,
4398,1,,,,,,,
2019-0A5-005626,4,,,,,,,
4398,4,,,,,,,
2019-0A5-005894,4,,,,,,,
3582,2,,,,,,,
3700,2,,,,,,,
2019-0A5-006160,2,,,,,,,
3538,1,,,,,,,
4282,1,,,,,,,
2019-0A5-006293,2,,,,,,,
3643,1,,,,,,,
4394,1,,,,,,,
2019-0A5-006970,1,,,,,,,
4383,1,,,,,,,
2019-0A5-007252,4,,,,,,,
3765,4,,,,,,,
2019-0A5-008647,1,,,,,,,
3915,1,,,,,,,
2019-0A6-000433,4,,,,,,,
3605,4,,,,,,,
2019-0A6-002965,1,,,,,,,
3926,1,,,,,,,
2019-0A6-005158,2,,,,,,,
3928,2,,,,,,,
2019-0A6-005861,7,,,,,,,
3947,7,,,,,,,
2019-0A6-010152,3,,,,,,,
4062,3,,,,,,,
2019-0A6-010207,3,,,,,,,
4062,3,,,,,,,
2019-0A6-010349,3,,,,,,,
4062,3,,,,,,,
2019-0A6-010420,4,,,,,,,
4394,4,,,,,,,
2019-0A6-010749,3,,,,,,,
4062,3,,,,,,,
2019-0AH-000146,1,,,,,,,
(blank),1,,,,,,,
2019-0AH-001300,1,,,,,,,
(blank),1,,,,,,,
2019-0B3-007234,1,,,,,,,
2437,1,,,,,,,
2019-0B4-001882,2,,,,,,,
3877,2,,,,,,,
2019-0B6-004524,1,,,,,,,
4059,1,,,,,,,
2019-0B6-009550,1,,,,,,,
4059,1,,,,,,,
2019-0BH-000534,1,,,,,,,
(blank),1,,,,,,,
2019-0BH-001150,1,,,,,,,
(blank),1,,,,,,,
2019-0BH-001428,1,,,,,,,
(blank),1,,,,,,,
2019-0C2-000938,1,,,,,,,
4032,1,,,,,,,
2019-0C2-002063,2,,,,,,,
4032,2,,,,,,,
2019-0C4-000965,6,,,,,,,
2753,3,,,,,,,
4172,3,,,,,,,
2019-0C4-001776,1,,,,,,,
(blank),1,,,,,,,
2019-0C4-002440,3,,,,,,,
4177,3,,,,,,,
2019-0C4-003832,6,,,,,,,
4216,3,,,,,,,
4243,3,,,,,,,
2019-0C4-003913,4,,,,,,,
4216,2,,,,,,,
4243,2,,,,,,,
2019-0C4-004722,6,,,,,,,
3754,6,,,,,,,
2019-0C6-001180,1,,,,,,,
3875,1,,,,,,,
2019-0C6-001814,1,,,,,,,
4035,1,,,,,,,
2019-0C6-005026,2,,,,,,,
4128,1,,,,,,,
4344,1,,,,,,,
2019-0C6-007527,6,,,,,,,
4128,6,,,,,,,
2019-0C7-002243,1,,,,,,,
3319,1,,,,,,,
2019-0C7-002665,1,,,,,,,
2762,1,,,,,,,
2019-0C7-004098,1,,,,,,,
3148,1,,,,,,,
2019-0C9-002206,1,,,,,,,
4215,1,,,,,,,
2019-0CX-013246,1,,,,,,,
3179,1,,,,,,,
2019-0D2-003045,2,,,,,,,
3944,2,,,,,,,
2019-0D3-001359,3,,,,,,,
(blank),3,,,,,,,
2019-0D3-002337,6,,,,,,,
4050,3,,,,,,,
4158,3,,,,,,,
2019-0D4-001060,2,,,,,,,
3616,1,,,,,,,
4050,1,,,,,,,
2019-0D4-006124,2,,,,,,,
3646,2,,,,,,,
2019-0D7-001563,1,,,,,,,
2754,1,,,,,,,
2019-0D7-001575,1,,,,,,,
2754,1,,,,,,,
2019-0D7-001599,1,,,,,,,
2754,1,,,,,,,
2019-0D7-001646,1,,,,,,,
2754,1,,,,,,,
2019-0D7-002405,1,,,,,,,
2754,1,,,,,,,
2019-0D7-002627,1,,,,,,,
2754,1,,,,,,,
2019-0D7-003019,1,,,,,,,
2754,1,,,,,,,
2019-0D7-003197,1,,,,,,,
2754,1,,,,,,,
2019-0D7-003330,1,,,,,,,
2754,1,,,,,,,
2019-0D7-003536,1,,,,,,,
2754,1,,,,,,,
2019-0D7-003608,1,,,,,,,
3944,1,,,,,,,
2019-0D7-003893,1,,,,,,,
2754,1,,,,,,,
2019-0D7-005029,1,,,,,,,
2754,1,,,,,,,
2019-0D7-005758,1,,,,,,,
2754,1,,,,,,,
2019-0D7-006445,1,,,,,,,
