Row Labels,Count of CaseNumber,,,,,,,
2020-0H4-005661,1,,,,,,,
3065,1,,,,,,,
2020-0H4-005751,2,,,,,,,
4331,1,,,,,,,
4405,1,,,,,,,
2020-0H4-005814,1,,,,,,,
654,1,,,,,,,
2020-0H4-005816,1,,,,,,,
2741,1,,,,,,,
2020-0H4-005888,2,,,,,,,
1227,1,,,,,,,
3250,1,,,,,,,
2020-0H4-006118,1,,,,,,,
4164,1,,,,,,,
2020-0H4-006143,1,,,,,,,
4164,1,,,,,,,
2020-0H4-006179,1,,,,,,,
4164,1,,,,,,,
2020-0H4-006196,1,,,,,,,
3065,1,,,,,,,
2020-0H4-006268,1,,,,,,,
3207,1,,,,,,,
2020-0H4-006272,2,,,,,,,
4274,1,,,,,,,
4621,1,,,,,,,
2020-0H4-006283,2,,,,,,,
3207,1,,,,,,,
4500,1,,,,,,,
2020-0H4-006286,2,,,,,,,
3617,1,,,,,,,
4444,1,,,,,,,
2020-0H4-006321,2,,,,,,,
3207,1,,,,,,,
4438,1,,,,,,,
2020-0H4-006334,3,,,,,,,
3601,1,,,,,,,
4164,1,,,,,,,
4591,1,,,,,,,
2020-0H4-006604,1,,,,,,,
3065,1,,,,,,,
2020-0H4-006680,1,,,,,,,
3065,1,,,,,,,
2020-0H4-006756,1,,,,,,,
2741,1,,,,,,,
2020-0H4-006794,2,,,,,,,
3250,2,,,,,,,
2020-0H4-006804,1,,,,,,,
654,1,,,,,,,
2020-0H4-006957,1,,,,,,,
2965,1,,,,,,,
2020-0H4-006982,2,,,,,,,
4293,1,,,,,,,
4458,1,,,,,,,
2020-0H4-007036,1,,,,,,,
3207,1,,,,,,,
2020-0H4-007042,1,,,,,,,
4220,1,,,,,,,
2020-0H4-007065,2,,,,,,,
3617,1,,,,,,,
4444,1,,,,,,,
2020-0H4-007121,1,,,,,,,
4405,1,,,,,,,
2020-0H4-007191,1,,,,,,,
3205,1,,,,,,,
2020-0H4-007259,1,,,,,,,
4164,1,,,,,,,
2020-0H4-007291,1,,,,,,,
3065,1,,,,,,,
2020-0H4-007308,1,,,,,,,
3065,1,,,,,,,
2020-0H4-007312,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-007333,1,,,,,,,
4250,1,,,,,,,
2020-0H4-007346,1,,,,,,,
3379,1,,,,,,,
2020-0H4-007353,2,,,,,,,
4331,1,,,,,,,
4591,1,,,,,,,
2020-0H4-007366,2,,,,,,,
1221,1,,,,,,,
4305,1,,,,,,,
2020-0H4-007468,1,,,,,,,
3065,1,,,,,,,
2020-0H4-007491,12,,,,,,,
654,3,,,,,,,
4220,3,,,,,,,
4293,3,,,,,,,
4444,3,,,,,,,
2020-0H4-007511,3,,,,,,,
1221,1,,,,,,,
4220,1,,,,,,,
4331,1,,,,,,,
2020-0H4-007545,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-007547,1,,,,,,,
4331,1,,,,,,,
2020-0H4-007616,4,,,,,,,
3208,2,,,,,,,
4534,2,,,,,,,
2020-0H4-007625,1,,,,,,,
3065,1,,,,,,,
2020-0H4-007635,1,,,,,,,
3065,1,,,,,,,
2020-0H4-007639,1,,,,,,,
4405,1,,,,,,,
2020-0H4-007671,1,,,,,,,
3252,1,,,,,,,
2020-0H4-007754,1,,,,,,,
4458,1,,,,,,,
2020-0H4-007855,1,,,,,,,
3065,1,,,,,,,
2020-0H4-007875,2,,,,,,,
4331,1,,,,,,,
4497,1,,,,,,,
2020-0H4-007876,1,,,,,,,
1221,1,,,,,,,
2020-0H4-007942,1,,,,,,,
3065,1,,,,,,,
2020-0H4-007973,1,,,,,,,
3205,1,,,,,,,
2020-0H4-008080,2,,,,,,,
2068,1,,,,,,,
2117,1,,,,,,,
2020-0H4-008106,1,,,,,,,
2965,1,,,,,,,
2020-0H4-008107,1,,,,,,,
2965,1,,,,,,,
2020-0H4-008117,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-008123,2,,,,,,,
4305,1,,,,,,,
4502,1,,,,,,,
2020-0H4-008127,2,,,,,,,
4305,1,,,,,,,
4502,1,,,,,,,
2020-0H4-008143,1,,,,,,,
3379,1,,,,,,,
2020-0H4-008144,1,,,,,,,
3379,1,,,,,,,
2020-0H4-008198,1,,,,,,,
1005,1,,,,,,,
2020-0H4-008230,1,,,,,,,
2965,1,,,,,,,
2020-0H4-008231,1,,,,,,,
2965,1,,,,,,,
2020-0H4-008323,2,,,,,,,
2965,1,,,,,,,
4247,1,,,,,,,
2020-0H4-008327,1,,,,,,,
3065,1,,,,,,,
2020-0H4-008332,1,,,,,,,
3065,1,,,,,,,
2020-0H4-008385,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-008426,1,,,,,,,
4293,1,,,,,,,
2020-0H4-008432,4,,,,,,,
3208,2,,,,,,,
4534,2,,,,,,,
2020-0H4-008550,2,,,,,,,
4088,1,,,,,,,
4539,1,,,,,,,
2020-0H4-008570,1,,,,,,,
3207,1,,,,,,,
2020-0H4-008574,1,,,,,,,
4293,1,,,,,,,
2020-0H4-008636,1,,,,,,,
4331,1,,,,,,,
2020-0H4-008651,2,,,,,,,
3208,1,,,,,,,
4534,1,,,,,,,
2020-0H4-008653,1,,,,,,,
2965,1,,,,,,,
2020-0H4-008668,1,,,,,,,
3379,1,,,,,,,
2020-0H4-008701,2,,,,,,,
4220,1,,,,,,,
4247,1,,,,,,,
2020-0H4-008722,1,,,,,,,
3617,1,,,,,,,
2020-0H4-008757,1,,,,,,,
3429,1,,,,,,,
2020-0H4-008782,2,,,,,,,
4354,1,,,,,,,
4534,1,,,,,,,
2020-0H4-008827,1,,,,,,,
3236,1,,,,,,,
2020-0H4-008846,1,,,,,,,
3617,1,,,,,,,
2020-0H4-008865,1,,,,,,,
3480,1,,,,,,,
2020-0H4-008882,1,,,,,,,
3065,1,,,,,,,
2020-0H4-008909,1,,,,,,,
3617,1,,,,,,,
2020-0H4-008915,1,,,,,,,
3617,1,,,,,,,
2020-0H4-008922,1,,,,,,,
3617,1,,,,,,,
2020-0H4-008924,1,,,,,,,
3617,1,,,,,,,
2020-0H4-008925,1,,,,,,,
3617,1,,,,,,,
2020-0H4-009090,1,,,,,,,
3065,1,,,,,,,
2020-0H4-009156,1,,,,,,,
3480,1,,,,,,,
2020-0H4-009158,1,,,,,,,
3429,1,,,,,,,
2020-0H4-009259,1,,,,,,,
3065,1,,,,,,,
2020-0H4-009274,2,,,,,,,
2462,1,,,,,,,
4274,1,,,,,,,
2020-0H4-009367,1,,,,,,,
2278,1,,,,,,,
2020-0H4-009378,1,,,,,,,
3065,1,,,,,,,
2020-0H4-009420,1,,,,,,,
4529,1,,,,,,,
2020-0H4-009422,1,,,,,,,
4529,1,,,,,,,
2020-0H4-009514,1,,,,,,,
3207,1,,,,,,,
2020-0H4-009518,1,,,,,,,
4293,1,,,,,,,
2020-0H4-009524,2,,,,,,,
3207,1,,,,,,,
4539,1,,,,,,,
2020-0H4-009525,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-009607,1,,,,,,,
4274,1,,,,,,,
2020-0H4-009625,2,,,,,,,
4247,1,,,,,,,
4444,1,,,,,,,
2020-0H4-009661,1,,,,,,,
4220,1,,,,,,,
2020-0H4-009726,3,,,,,,,
3480,1,,,,,,,
3615,1,,,,,,,
4444,1,,,,,,,
2020-0H4-009743,1,,,,,,,
3379,1,,,,,,,
2020-0H4-009758,2,,,,,,,
(blank),2,,,,,,,
2020-0H4-009803,1,,,,,,,
2965,1,,,,,,,
2020-0H4-009805,1,,,,,,,
2965,1,,,,,,,
2020-0H4-009887,1,,,,,,,
3065,1,,,,,,,
2020-0H4-009907,1,,,,,,,
3975,1,,,,,,,
2020-0H4-009973,1,,,,,,,
3065,1,,,,,,,
2020-0H4-009982,1,,,,,,,
3065,1,,,,,,,
2020-0H4-009991,3,,,,,,,
1221,1,,,,,,,
3065,1,,,,,,,
4331,1,,,,,,,
2020-0H4-009995,1,,,,,,,
3219,1,,,,,,,
2020-0H4-010011,2,,,,,,,
4502,1,,,,,,,
4591,1,,,,,,,
2020-0H4-010019,2,,,,,,,
3205,1,,,,,,,
4621,1,,,,,,,
2020-0H4-010048,1,,,,,,,
2965,1,,,,,,,
2020-0H4-010049,1,,,,,,,
2965,1,,,,,,,
2020-0H4-010059,1,,,,,,,
2965,1,,,,,,,
2020-0H4-010114,1,,,,,,,
3207,1,,,,,,,
2020-0H4-010115,2,,,,,,,
3207,2,,,,,,,
2020-0H4-010116,1,,,,,,,
3207,1,,,,,,,
2020-0H4-010149,1,,,,,,,
4293,1,,,,,,,
2020-0H4-010170,1,,,,,,,
3207,1,,,,,,,
2020-0H4-010172,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-010217,1,,,,,,,
3615,1,,,,,,,
2020-0H4-010321,1,,,,,,,
4606,1,,,,,,,
2020-0H4-010335,1,,,,,,,
4534,1,,,,,,,
2020-0H4-010406,1,,,,,,,
4331,1,,,,,,,
2020-0H4-010439,1,,,,,,,
4591,1,,,,,,,
2020-0H4-010540,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-010738,1,,,,,,,
3065,1,,,,,,,
2020-0H4-010743,1,,,,,,,
3065,1,,,,,,,
2020-0H4-010878,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-010879,1,,,,,,,
4295,1,,,,,,,
2020-0H4-010935,1,,,,,,,
3615,1,,,,,,,
2020-0H4-010945,2,,,,,,,
3219,1,,,,,,,
4293,1,,,,,,,
2020-0H4-011007,1,,,,,,,
4293,1,,,,,,,
2020-0H4-011026,1,,,,,,,
4591,1,,,,,,,
2020-0H4-011027,1,,,,,,,
4220,1,,,,,,,
2020-0H4-011055,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-011068,3,,,,,,,
4088,1,,,,,,,
4293,1,,,,,,,
4295,1,,,,,,,
2020-0H4-011088,1,,,,,,,
4331,1,,,,,,,
2020-0H4-011099,2,,,,,,,
2965,2,,,,,,,
2020-0H4-011145,1,,,,,,,
3487,1,,,,,,,
2020-0H4-011166,1,,,,,,,
4220,1,,,,,,,
2020-0H4-011309,1,,,,,,,
4591,1,,,,,,,
2020-0H4-011602,2,,,,,,,
2735,1,,,,,,,
4591,1,,,,,,,
2020-0H4-011706,1,,,,,,,
3065,1,,,,,,,
2020-0H4-011815,1,,,,,,,
2965,1,,,,,,,
2020-0H4-011817,1,,,,,,,
4220,1,,,,,,,
2020-0H4-011848,2,,,,,,,
4305,1,,,,,,,
4458,1,,,,,,,
2020-0H4-011850,3,,,,,,,
3404,1,,,,,,,
4444,1,,,,,,,
4458,1,,,,,,,
2020-0H4-011887,1,,,,,,,
4331,1,,,,,,,
2020-0H4-011898,2,,,,,,,
4331,2,,,,,,,
2020-0H4-011905,15,,,,,,,
3217,5,,,,,,,
3236,5,,,,,,,
3404,5,,,,,,,
2020-0H4-011913,2,,,,,,,
2735,1,,,,,,,
4220,1,,,,,,,
2020-0H4-011942,2,,,,,,,
3205,1,,,,,,,
4438,1,,,,,,,
2020-0H4-011959,1,,,,,,,
4497,1,,,,,,,
2020-0H4-011961,1,,,,,,,
4438,1,,,,,,,
2020-0H4-011991,1,,,,,,,
3065,1,,,,,,,
2020-0H4-012109,1,,,,,,,
4331,1,,,,,,,
2020-0H4-012446,1,,,,,,,
2741,1,,,,,,,
2020-0H4-012508,1,,,,,,,
(blank),1,,,,,,,
2020-0H4-012515,1,,,,,,,
2965,1,,,,,,,
2020-0H4-012613,1,,,,,,,
3379,1,,,,,,,
2020-0H4-012644,1,,,,,,,
3065,1,,,,,,,
2020-0H4-012757,1,,,,,,,
3219,1,,,,,,,
2020-0H4-012777,1,,,,,,,
4250,1,,,,,,,
2020-0H4-012896,1,,,,,,,
4502,1,,,,,,,
2020-0H4-012991,1,,,,,,,
3065,1,,,,,,,
2020-0H4-013127,2,,,,,,,
3219,1,,,,,,,
4088,1,,,,,,,
2020-0H4-013128,1,,,,,,,
3219,1,,,,,,,
2020-0H4-013339,1,,,,,,,
4331,1,,,,,,,
2020-0H4-013374,1,,,,,,,
2965,1,,,,,,,
2020-0H4-013383,1,,,,,,,
4088,1,,,,,,,
2020-0H4-013461,1,,,,,,,
3065,1,,,,,,,
2020-0H4-013558,1,,,,,,,
3617,1,,,,,,,
2020-0H4-013585,1,,,,,,,
4444,1,,,,,,,
2020-0H4-013656,2,,,,,,,
3480,1,,,,,,,
4250,1,,,,,,,
2020-0H4-013729,2,,,,,,,
4220,2,,,,,,,
2020-0H4-013744,1,,,,,,,
2965,1,,,,,,,
2020-0H4-013764,1,,,,,,,
3065,1,,,,,,,
2020-0H4-013974,2,,,,,,,
2634,1,,,,,,,
4591,1,,,,,,,
2020-0H4-014019,3,,,,,,,
(blank),3,,,,,,,
2020-0H4-014069,1,,,,,,,
3207,1,,,,,,,
2020-0H4-014075,1,,,,,,,
2965,1,,,,,,,
2020-0H4-014083,1,,,,,,,
3617,1,,,,,,,
2020-0H4-014164,1,,,,,,,
3250,1,,,,,,,
2020-0H4-014270,1,,,,,,,
4250,1,,,,,,,
2020-0H4-014296,5,,,,,,,
3404,1,,,,,,,
4247,1,,,,,,,
4458,1,,,,,,,
4529,1,,,,,,,
4539,1,,,,,,,
2020-0H4-014404,2,,,,,,,
3577,1,,,,,,,
4438,1,,,,,,,
2020-0H4-014891,1,,,,,,,
3065,1,,,,,,,
2020-0H4-014920,12,,,,,,,
1491,4,,,,,,,
2965,4,,,,,,,
4438,4,,,,,,,
2020-0H4-014922,3,,,,,,,
1491,1,,,,,,,
2965,1,,,,,,,
4438,1,,,,,,,
2020-0H4-014927,1,,,,,,,
(blank),1,,,,,,,
2020-0H6-000362,1,,,,,,,
4283,1,,,,,,,
2020-0H6-000418,1,,,,,,,
2380,1,,,,,,,
2020-0H6-001433,1,,,,,,,
4045,1,,,,,,,
2020-0H6-002116,1,,,,,,,
3217,1,,,,,,,
2020-0H6-002133,3,,,,,,,
4286,1,,,,,,,
4371,1,,,,,,,
4401,1,,,,,,,
2020-0H6-003226,1,,,,,,,
3255,1,,,,,,,
2020-0H6-004447,3,,,,,,,
4045,1,,,,,,,
4283,1,,,,,,,
4330,1,,,,,,,
2020-0H6-005660,1,,,,,,,
3723,1,,,,,,,
2020-0H6-005693,2,,,,,,,
3584,1,,,,,,,
4518,1,,,,,,,
2020-0H6-006048,1,,,,,,,
(blank),1,,,,,,,
2020-0H6-006049,1,,,,,,,
(blank),1,,,,,,,
2020-0H6-006050,1,,,,,,,
(blank),1,,,,,,,
2020-0H6-006229,1,,,,,,,
3344,1,,,,,,,
2020-0H6-006262,2,,,,,,,
3444,1,,,,,,,
4525,1,,,,,,,
2020-0H6-006290,2,,,,,,,
4047,1,,,,,,,
4286,1,,,,,,,
2020-0H6-006303,2,,,,,,,
3444,1,,,,,,,
4525,1,,,,,,,
2020-0H6-006364,1,,,,,,,
3723,1,,,,,,,
2020-0H6-006391,1,,,,,,,
2380,1,,,,,,,
2020-0H6-006492,1,,,,,,,
4286,1,,,,,,,
2020-0H6-006600,2,,,,,,,
2832,1,,,,,,,
4401,1,,,,,,,
2020-0H6-006642,1,,,,,,,
4401,1,,,,,,,
2020-0H6-006881,2,,,,,,,
4283,1,,,,,,,
4616,1,,,,,,,
2020-0H6-006930,1,,,,,,,
(blank),1,,,,,,,
2020-0H6-006932,1,,,,,,,
(blank),1,,,,,,,
2020-0H6-007052,3,,,,,,,
3495,1,,,,,,,
4330,1,,,,,,,
4616,1,,,,,,,
2020-0H6-007054,1,,,,,,,
3495,1,,,,,,,
2020-0H6-007109,1,,,,,,,
2832,1,,,,,,,
2020-0H6-007135,1,,,,,,,
3495,1,,,,,,,
2020-0H6-007141,1,,,,,,,
3495,1,,,,,,,
2020-0H6-007196,1,,,,,,,
2899,1,,,,,,,
2020-0H6-007268,3,,,,,,,
3222,1,,,,,,,
4330,1,,,,,,,
4616,1,,,,,,,
2020-0H6-007294,1,,,,,,,
3495,1,,,,,,,
2020-0H6-007311,2,,,,,,,
4330,1,,,,,,,
4616,1,,,,,,,
2020-0H6-007353,1,,,,,,,
3495,1,,,,,,,
2020-0H6-007483,1,,,,,,,
4616,1,,,,,,,
2020-0H6-007645,1,,,,,,,
4286,1,,,,,,,
2020-0H6-007654,2,,,,,,,
3344,1,,,,,,,
4408,1,,,,,,,
2020-0H6-007688,1,,,,,,,
4494,1,,,,,,,
2020-0H6-007706,2,,,,,,,
4045,1,,,,,,,
4542,1,,,,,,,
2020-0H6-007711,2,,,,,,,
4045,1,,,,,,,
4542,1,,,,,,,
2020-0H6-007730,1,,,,,,,
4408,1,,,,,,,
2020-0H6-007912,1,,,,,,,
3444,1,,,,,,,
2020-0H6-007947,2,,,,,,,
4057,1,,,,,,,
4286,1,,,,,,,
2020-0H6-008095,4,,,,,,,
4283,1,,,,,,,
4401,1,,,,,,,
4486,1,,,,,,,
4494,1,,,,,,,
2020-0H6-008156,1,,,,,,,
4518,1,,,,,,,
2020-0H6-008178,1,,,,,,,
3584,1,,,,,,,
2020-0H6-008198,3,,,,,,,
3495,3,,,,,,,
2020-0H6-008536,1,,,,,,,
4286,1,,,,,,,
2020-0H6-008861,2,,,,,,,
4330,2,,,,,,,
2020-0H6-008952,4,,,,,,,
3144,2,,,,,,,
4330,2,,,,,,,
2020-0H6-009340,1,,,,,,,
3444,1,,,,,,,
2020-0H6-009767,1,,,,,,,
2899,1,,,,,,,
2020-0H6-010131,1,,,,,,,
4330,1,,,,,,,
2020-0H7-000107,1,,,,,,,
3814,1,,,,,,,
2020-0H7-001515,2,,,,,,,
3094,2,,,,,,,
2020-0H7-003750,1,,,,,,,
4006,1,,,,,,,
2020-0H7-005247,2,,,,,,,
3001,1,,,,,,,
3427,1,,,,,,,
2020-0H7-006398,2,,,,,,,
3001,2,,,,,,,
2020-0H9-000099,2,,,,,,,
3542,1,,,,,,,
4183,1,,,,,,,
2020-0H9-000211,1,,,,,,,
4180,1,,,,,,,
2020-0H9-000297,1,,,,,,,
4106,1,,,,,,,
2020-0H9-000432,1,,,,,,,
3542,1,,,,,,,
2020-0H9-000569,1,,,,,,,
3914,1,,,,,,,
2020-0H9-000583,1,,,,,,,
3871,1,,,,,,,
2020-0H9-000836,1,,,,,,,
4180,1,,,,,,,
2020-0H9-000922,1,,,,,,,
3542,1,,,,,,,
2020-0H9-000927,1,,,,,,,
3581,1,,,,,,,
2020-0H9-000943,1,,,,,,,
3871,1,,,,,,,
2020-0H9-000946,1,,,,,,,
3871,1,,,,,,,
2020-0H9-000963,1,,,,,,,
3914,1,,,,,,,
2020-0H9-001018,1,,,,,,,
3871,1,,,,,,,
2020-0H9-001021,1,,,,,,,
3871,1,,,,,,,
2020-0H9-001071,1,,,,,,,
4143,1,,,,,,,
2020-0H9-001186,2,,,,,,,
3914,2,,,,,,,
2020-0H9-001204,1,,,,,,,
4071,1,,,,,,,
2020-0H9-001249,2,,,,,,,
4118,1,,,,,,,
4391,1,,,,,,,
2020-0H9-001448,4,,,,,,,
2867,2,,,,,,,
3914,2,,,,,,,
2020-0H9-001457,1,,,,,,,
3610,1,,,,,,,
2020-0H9-001463,1,,,,,,,
4391,1,,,,,,,
2020-0H9-001573,1,,,,,,,
3542,1,,,,,,,
2020-0H9-001650,1,,,,,,,
3871,1,,,,,,,
2020-0H9-001653,1,,,,,,,
3871,1,,,,,,,
2020-0H9-001676,1,,,,,,,
3914,1,,,,,,,
2020-0H9-001734,3,,,,,,,
817,1,,,,,,,
3780,1,,,,,,,
4272,1,,,,,,,
2020-0H9-001830,1,,,,,,,
(blank),1,,,,,,,
2020-0H9-002149,3,,,,,,,
3914,1,,,,,,,
4004,1,,,,,,,
4090,1,,,,,,,
2020-0H9-002191,2,,,,,,,
3835,1,,,,,,,
4118,1,,,,,,,
2020-0H9-002196,2,,,,,,,
3884,1,,,,,,,
3914,1,,,,,,,
2020-0H9-002200,4,,,,,,,
3236,1,,,,,,,
3574,1,,,,,,,
3914,1,,,,,,,
4106,1,,,,,,,
2020-0H9-002202,1,,,,,,,
4401,1,,,,,,,
2020-0H9-002298,1,,,,,,,
3871,1,,,,,,,
2020-0H9-002320,1,,,,,,,
3914,1,,,,,,,
2020-0H9-002332,1,,,,,,,
3914,1,,,,,,,
2020-0H9-002512,1,,,,,,,
3542,1,,,,,,,
2020-0H9-002631,2,,,,,,,
(blank),2,,,,,,,
2020-0H9-002669,1,,,,,,,
4118,1,,,,,,,
2020-0H9-002670,1,,,,,,,
4118,1,,,,,,,
2020-0H9-002672,1,,,,,,,
3871,1,,,,,,,
2020-0H9-002677,1,,,,,,,
3871,1,,,,,,,
2020-0H9-002683,1,,,,,,,
3871,1,,,,,,,
2020-0H9-002705,1,,,,,,,
4198,1,,,,,,,
2020-0H9-002710,1,,,,,,,
4198,1,,,,,,,
2020-0H9-002723,1,,,,,,,
4198,1,,,,,,,
2020-0H9-002755,1,,,,,,,
3871,1,,,,,,,
2020-0H9-002762,1,,,,,,,
3871,1,,,,,,,
2020-0H9-002763,2,,,,,,,
593,1,,,,,,,
4280,1,,,,,,,
2020-0H9-002780,2,,,,,,,
3914,1,,,,,,,
4004,1,,,,,,,
2020-0H9-002783,1,,,,,,,
4180,1,,,,,,,
2020-0H9-002805,1,,,,,,,
4118,1,,,,,,,
2020-0H9-002808,3,,,,,,,
4118,1,,,,,,,
4272,1,,,,,,,
4391,1,,,,,,,
2020-0H9-002812,2,,,,,,,
3137,1,,,,,,,
4272,1,,,,,,,
2020-0H9-002816,3,,,,,,,
678,1,,,,,,,
817,1,,,,,,,
3914,1,,,,,,,
2020-0H9-002837,1,,,,,,,
4071,1,,,,,,,
2020-0H9-002885,1,,,,,,,
4118,1,,,,,,,
2020-0H9-002930,1,,,,,,,
4118,1,,,,,,,
2020-0H9-002942,6,,,,,,,
3871,1,,,,,,,
4001,1,,,,,,,
4118,1,,,,,,,
4180,1,,,,,,,
4272,1,,,,,,,
4391,1,,,,,,,
2020-0H9-002947,1,,,,,,,
3871,1,,,,,,,
2020-0H9-003031,1,,,,,,,
4305,1,,,,,,,
2020-0H9-003067,1,,,,,,,
4098,1,,,,,,,
2020-0H9-003202,1,,,,,,,
4045,1,,,,,,,
2020-0H9-003385,1,,,,,,,
4220,1,,,,,,,
2020-0H9-003389,1,,,,,,,
4220,1,,,,,,,
2020-0H9-003412,1,,,,,,,
3542,1,,,,,,,
2020-0H9-003451,1,,,,,,,
4090,1,,,,,,,
2020-0H9-003542,1,,,,,,,
4045,1,,,,,,,
2020-0H9-003745,1,,,,,,,
3871,1,,,,,,,
2020-0H9-003746,1,,,,,,,
3871,1,,,,,,,
2020-0H9-003793,1,,,,,,,
3914,1,,,,,,,
2020-0H9-004016,1,,,,,,,
3617,1,,,,,,,
2020-0H9-004093,1,,,,,,,
3914,1,,,,,,,
2020-0H9-004141,2,,,,,,,
3884,1,,,,,,,
3914,1,,,,,,,
2020-0H9-004149,2,,,,,,,
3914,1,,,,,,,
4106,1,,,,,,,
2020-0H9-004171,1,,,,,,,
4198,1,,,,,,,
2020-0H9-004312,2,,,,,,,
3914,1,,,,,,,
4106,1,,,,,,,
2020-0H9-004351,2,,,,,,,
3574,1,,,,,,,
4198,1,,,,,,,
2020-0H9-004374,2,,,,,,,
3487,1,,,,,,,
3871,1,,,,,,,
2020-0H9-004377,1,,,,,,,
3871,1,,,,,,,
2020-0H9-004397,1,,,,,,,
3871,1,,,,,,,
2020-0H9-004957,1,,,,,,,
3586,1,,,,,,,
2020-0H9-004962,1,,,,,,,
3586,1,,,,,,,
2020-0H9-005145,3,,,,,,,
3914,1,,,,,,,
4027,1,,,,,,,
4537,1,,,,,,,
2020-0H9-005256,1,,,,,,,
3871,1,,,,,,,
2020-0H9-005262,1,,,,,,,
3871,1,,,,,,,
2020-0H9-005303,3,,,,,,,
3914,1,,,,,,,
4004,1,,,,,,,
4537,1,,,,,,,
2020-0H9-005304,1,,,,,,,
3914,1,,,,,,,
2020-0H9-005327,1,,,,,,,
3581,1,,,,,,,
2020-0H9-005733,1,,,,,,,
3871,1,,,,,,,
2020-0H9-005734,1,,,,,,,
3871,1,,,,,,,
2020-0H9-005738,1,,,,,,,
3871,1,,,,,,,
2020-0H9-005740,1,,,,,,,
3871,1,,,,,,,
2020-0H9-005745,2,,,,,,,
2739,1,,,,,,,
3601,1,,,,,,,
2020-0H9-006056,2,,,,,,,
4106,1,,,,,,,
4537,1,,,,,,,
2020-0H9-006182,1,,,,,,,
(blank),1,,,,,,,
2020-0H9-006536,2,,,,,,,
4004,1,,,,,,,
4118,1,,,,,,,
2020-0H9-006550,1,,,,,,,
3601,1,,,,,,,
2020-0H9-006571,1,,,,,,,
4004,1,,,,,,,
2020-0H9-006850,2,,,,,,,
4004,1,,,,,,,
4564,1,,,,,,,
2020-0H9-006856,8,,,,,,,
4004,4,,,,,,,
4564,4,,,,,,,
2020-0H9-006917,3,,,,,,,
4090,1,,,,,,,
4199,1,,,,,,,
4453,1,,,,,,,
2020-0H9-007231,1,,,,,,,
3871,1,,,,,,,
2020-0H9-007233,1,,,,,,,
3871,1,,,,,,,
2020-0H9-007614,1,,,,,,,
3780,1,,,,,,,
2020-0H9-007644,1,,,,,,,
3871,1,,,,,,,
2020-0H9-007653,1,,,,,,,
3871,1,,,,,,,
2020-0H9-007839,1,,,,,,,
3871,1,,,,,,,
2020-0H9-007857,1,,,,,,,
3871,1,,,,,,,
2020-0H9-007861,1,,,,,,,
3871,1,,,,,,,
2020-0H9-007928,4,,,,,,,
2896,2,,,,,,,
3884,2,,,,,,,
2020-0H9-007938,1,,,,,,,
3871,1,,,,,,,
2020-0H9-008010,1,,,,,,,
(blank),1,,,,,,,
2020-0H9-008089,1,,,,,,,
2896,1,,,,,,,
2020-0H9-008109,1,,,,,,,
3871,1,,,,,,,
2020-0H9-008112,1,,,,,,,
3871,1,,,,,,,
2020-0H9-008455,4,,,,,,,
4023,2,,,,,,,
4293,2,,,,,,,
2020-0H9-009053,1,,,,,,,
4004,1,,,,,,,
2020-0H9-009077,3,,,,,,,
817,1,,,,,,,
4452,1,,,,,,,
4455,1,,,,,,,
2020-0H9-009213,1,,,,,,,
(blank),1,,,,,,,
2020-0H9-009449,1,,,,,,,
4452,1,,,,,,,
2020-0H9-009451,1,,,,,,,
4452,1,,,,,,,
2020-0H9-009486,1,,,,,,,
3156,1,,,,,,,
2020-0H9-009573,1,,,,,,,
4180,1,,,,,,,
2020-0H9-009649,2,,,,,,,
4027,1,,,,,,,
4199,1,,,,,,,
2020-0H9-009696,3,,,,,,,
817,1,,,,,,,
4452,1,,,,,,,
4455,1,,,,,,,
2020-0H9-009986,1,,,,,,,
2415,1,,,,,,,
2020-0H9-010072,1,,,,,,,
(blank),1,,,,,,,
2020-0H9-010082,4,,,,,,,
817,1,,,,,,,
3884,1,,,,,,,
4352,1,,,,,,,
4452,1,,,,,,,
2020-0H9-010161,2,,,,,,,
2739,1,,,,,,,
4378,1,,,,,,,
2020-0H9-010229,1,,,,,,,
3250,1,,,,,,,
2020-0H9-010406,1,,,,,,,
4106,1,,,,,,,
2020-0H9-010407,1,,,,,,,
4106,1,,,,,,,
2020-0H9-010420,3,,,,,,,
817,1,,,,,,,
4352,1,,,,,,,
4647,1,,,,,,,
2020-0HH-000552,1,,,,,,,
2336,1,,,,,,,
2020-0HH-001125,1,,,,,,,
(blank),1,,,,,,,
2020-0SB-000002,1,,,,,,,
XX02,1,,,,,,,
2020-0SB-000003,1,,,,,,,
XX01,1,,,,,,,
2020-0SB-000010,1,,,,,,,
XX02,1,,,,,,,
2020-TK9-000387,1,,,,,,,
4041,1,,,,,,,
2020-TK9-000446,2,,,,,,,
3609,1,,,,,,,
4041,1,,,,,,,
2020-TK9-000614,1,,,,,,,
3523,1,,,,,,,
2020-TK9-001037,1,,,,,,,
