interview_number,call_number,date_time_rpt_date,date_time_rpt_time,rpt_date_time_date,rpt_date_time_time,reporting_officer,assisting_officer,location_type,zone,street,city_state,reason,entered,modified,approved
19-1732-FI,19-201061,10/02/2019,2035.0,10/02/2019,2035.0,Officer Patrick Haggerty,,Parking Lot/Garage,Sector A N. End/Memorial,,,1   Suspicious Person,10/02/2019 @ 2048,10/02/2019 @ 2057,10/07/2019 @ 2220
19-1733-FI,19-201121,10/02/2019,2158.0,10/02/2019,2158.0,Officer Dads Dominque,,Service/Gas Station,Sector H2 Forest Park/EFP,NEW WORLD GAS,SPRINGFIELD MA,1   TRESPASS,10/02/2019 @ 2227,10/02/2019 @ 2244,10/02/2019 @ 2246
19-1734-FI,19-201212,10/03/2019,108.0,10/03/2019,108.0,Officer Roberto Gonzalez,Officer Nestor Santos,Highway/Road/Alley/Street,Sector A N. End/Memorial,BRIGHTWOOD ELEMENTARY SCHOOL,SPRINGFIELD MA,1   Suspicious Person,10/03/2019 @ 0136,10/03/2019 @ 0204,10/03/2019 @ 0218
19-1735-FI,19-201233,10/03/2019,151.0,10/03/2019,151.0,Officer Carla Daniele,Officer Cameron Russell,Government/Public Building,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Police Information - RE: CARL DELP/209A & F/A POSS.,10/03/2019 @ 0207,10/03/2019 @ 0540,10/03/2019 @ 0612
19-1736-FI,19-201400,10/03/2019,939.0,10/03/2019,939.0,Officer Darrin Fitzpatrick,,Residence/Home/Apt./Condo,Sector I3 16Acr/Outer Bel,,SPRINGFIELD MA,1   Police Information POSSIBLE BREAKERS,10/03/2019 @ 0944,10/03/2019 @ 1007,10/03/2019 @ 1012
19-1737-FI,19-201452,10/03/2019,1039.0,10/03/2019,1039.0,Officer Thomas Meleady,Officer Jose Silva,Highway/Road/Alley/Street,Sector A N. End/Memorial,CHESTNUT ST @ ALLENDALE ST,SPRINGFIELD MA,1   Suspicious Person,10/03/2019 @ 1159,10/20/2019 @ 1740,10/20/2019 @ 1755
19-1738-FI,19-201861,10/03/2019,2140.0,10/03/2019,2140.0,Officer Michael Rivest,Officer Samantha Jones,,,,,,,,
19-1739-FI,19-202135,10/04/2019,1005.0,10/04/2019,1005.0,Officer Anthony Sowers,Officer Joel-Bernard Stern,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST,SPRINGFIELD MA,1   Police Information,10/04/2019 @ 1023,10/04/2019 @ 1028,10/04/2019 @ 1029
19-1740-FI,19-202188,10/04/2019,1102.0,10/04/2019,1102.0,Officer Thomas Meleady,Officer Jose Silva,Highway/Road/Alley/Street,Sector A N. End/Memorial,SHERIDAN LN @ CHURCH ST,SPRINGFIELD MA,1   Suspicious Person,10/04/2019 @ 1117,10/20/2019 @ 1746,10/20/2019 @ 1755
19-1741-FI,19-202173,10/04/2019,1042.0,10/04/2019,1042.0,Officer Thomas LaBonte,Officer John Tosado,Other/Unknown,Sector E2 Metro/6Corners,CROSS THE STREET,SPRINGFIELD MA,1   Suspicious Activity,10/04/2019 @ 1128,10/04/2019 @ 1141,10/04/2019 @ 1148
19-1742-FI,19-202199,10/04/2019,1114.0,10/04/2019,1114.0,Officer Joshua Figueroa,Officer Joshua Donohue,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,IN THE FRONT LOBBY OF,SPRINGFIELD MA,1   Suspicious Activity,10/04/2019 @ 1121,10/04/2019 @ 1132,10/04/2019 @ 1138
19-1743-FI,19-202404,10/04/2019,1702.0,10/04/2019,1702.0,Officer Michael Placanico,Sergeant Edward Kalish,Highway/Road/Alley/Street,Sector D2 Indian Orchard,,SPRINGFIELD MA,1   Police Information,10/04/2019 @ 1747,10/04/2019 @ 1801,10/04/2019 @ 1803
19-1744-FI,19-202750,10/05/2019,227.0,10/05/2019,227.0,Officer Edwin Parrilla,Officer Mark Evans,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   LOUD MUSIC/NOISE,,,
19-1745-FI,19-203067,10/05/2019,900.0,10/05/2019,915.0,Officer Charles Scheehser,Officer Michael Sierra,Other/Unknown,Sector F1 McKnight/Bay,EXPRESS MINI MART,SPRINGFIELD MA 01109,1   Police Information,10/05/2019 @ 1514,10/05/2019 @ 1515,10/27/2019 @ 1737
19-1746-FI,19-203130,10/05/2019,1715.0,10/05/2019,1730.0,Officer Colin Cochrane,Officer Abraham Cherenfant,Residence/Home/Apt./Condo,Sector H1 Forest Park,AT THE GATE IN FRONT OF,SPRINGFIELD MA,1   Drug Activity,10/05/2019 @ 1740,10/05/2019 @ 1752,10/05/2019 @ 1757
19-1747-FI,19-203278,10/05/2019,2225.0,10/05/2019,2225.0,Officer Alley Bonemery,Officer Remington McNabb,Residence/Home/Apt./Condo,Sector D2 Indian Orchard,,SPRINGFIELD MA,1   Suspicious Person,10/05/2019 @ 2239,10/05/2019 @ 2245,10/05/2019 @ 2257
19-1748-FI,19-203325,10/06/2019,46.0,10/06/2019,46.0,Officer Mark Evans,Officer Edwin Parrilla,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Activity,,,
19-1749-FI,19-203693,10/06/2019,1621.0,10/06/2019,1621.0,Officer Josh Wood,Sergeant Daniel Johnson,Service/Gas Station,Sector E1 Metro/South End,SUNOCO GAS STATION,SPRINGFIELD MA,1   Suspicious Person,10/06/2019 @ 1627,10/06/2019 @ 1648,10/06/2019 @ 1651
19-1750-FI,19-203727,10/06/2019,1733.0,10/06/2019,1733.0,Officer Jianyi Xu,Officer Joel Lopez,,,,,,,,
19-1751-FI,19-203761,10/06/2019,1833.0,10/06/2019,1833.0,Officer Angelina Estrada,Officer Michael Sierra,Service/Gas Station,Sector F1 McKnight/Bay,IRVING GAS STATION,SPRINGFIELD MA,1   Suspicious Activity,10/06/2019 @ 1843,10/06/2019 @ 1900,10/06/2019 @ 1931
19-1752-FI,19-203771,10/06/2019,1856.0,10/06/2019,1856.0,Officer Abraham Cherenfant,Officer Colin Cochrane,Drug Store/Doctor's Office/,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Person,10/06/2019 @ 2315,10/06/2019 @ 2329,10/06/2019 @ 2332
19-1753-FI,19-203966,10/07/2019,233.0,10/07/2019,233.0,Officer Ruben Negron,Officer Joseph Bergdoll,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,10/07/2019 @ 0236,10/07/2019 @ 0245,10/07/2019 @ 0311
19-1754-FI,19-203993,10/07/2019,347.0,10/07/2019,347.0,Officer Kyle Yost,Officer Christopher Duff,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,PLUMTREE RD @ GORMAN LN,SPRINGFIELD MA,1   Suspicious Person,10/07/2019 @ 0355,10/07/2019 @ 0409,10/07/2019 @ 0420
19-1755-FI,19-204002,10/07/2019,442.0,10/07/2019,442.0,Officer Luis Rojas,Officer Gustavo Olivo,Church/Synagogue/Temple,Sector H1 Forest Park,,SPRINGFIELD MA,1   Drug Activity,10/07/2019 @ 0528,10/07/2019 @ 0552,10/07/2019 @ 0601
19-1756-FI,19-204216,10/07/2019,1302.0,10/07/2019,1302.0,Officer David Suchcicki,Officer Raymond Mateo,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,SCHOOL ST @ TEMPLE ST,SPRINGFIELD MA,1   Suspicious Activity,,,
19-1757-FI,19-204461,10/07/2019,1952.0,10/07/2019,1952.0,Officer David Ninh,Officer Czarghami Whittaker,Specialty Store,Sector H3 Forest Park/EFP,T. MOBILE WIRELESS STORE,SPRINGFIELD MA,1   Suspicious Person,10/07/2019 @ 2108,10/07/2019 @ 2124,10/07/2019 @ 2134
19-1758-FI,19-204784,10/08/2019,945.0,10/08/2019,945.0,Officer Joel-Bernard Stern,Officer Ahmad Sharif,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ TEMPLE ST,SPRINGFIELD MA,1   HEROIN ADDICT,,,
19-1759-FI,19-204831,10/08/2019,1113.0,10/08/2019,1113.0,Officer Stephen Tyburski,,Church/Synagogue/Temple,Sector E2 Metro/6Corners,CATHEDRAL OF SAINT MICHAEL THE ARCHANGLE,SPRINGFIELD MA,1   Suspicious Person    TRESPASSED,,,
19-1760-FI,19-204939,10/08/2019,1415.0,10/08/2019,1415.0,Officer Anelson Delacruz,Officer Chad Joseph,Bank/Savings and Loan,Sector E1 Metro/South End,BANK OF AMERICA,SPRINGFIELD MA 01105,1   Suspicious Person,,,
19-1761-FI,19-205031,10/08/2019,1647.0,10/08/2019,1647.0,Officer Adam Berg,Lieutenant Julio Toledo,Highway/Road/Alley/Street,Sector A N. End/Memorial,CHRISTOPHERS PACKAGE STORE INC,SPRINGFIELD MA,1   Suspicious Activity,10/08/2019 @ 1705,10/08/2019 @ 1848,10/22/2019 @ 1937
19-1762-FI,19-205053,10/08/2019,1722.0,10/08/2019,1722.0,Officer Adam Berg,Lieutenant Julio Toledo,Shopping Mall,Sector A N. End/Memorial,RIVERWALK & BIKEWAY - SECTOR A,SPRINGFIELD MA,1   Suspicious Person,10/08/2019 @ 1859,10/08/2019 @ 1920,10/10/2019 @ 2157
19-1763-FI,19-205069,10/08/2019,1747.0,10/08/2019,1747.0,Officer Joel Lopez,Officer Michael Sierra,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,HAYDEN AL @ HAYDEN AVE,SPRINGFIELD MA,1   Suspicious Person,10/08/2019 @ 1749,10/08/2019 @ 1809,10/08/2019 @ 1816
19-1764-FI,19-205093,10/08/2019,1831.0,10/08/2019,1831.0,Officer Florissa Fuentes,Officer David Ninh,Park/Playground,Sector H1 Forest Park,JOHNNY APPLESEED PARK,SPRINGFIELD MA,1   Suspicious Person,10/08/2019 @ 1837,10/08/2019 @ 1848,10/08/2019 @ 1850
19-1765-FI,19-205282,10/09/2019,58.0,10/09/2019,58.0,Officer Mark Evans,Officer Joseph Bergdoll,Church/Synagogue/Temple,Sector E2 Metro/6Corners,HISPANIC BAPTIST CHURCH,SPRINGFIELD MA,1   Suspicious Person,10/09/2019 @ 0101,10/09/2019 @ 0118,10/09/2019 @ 0235
19-1766-FI,19-205306,10/09/2019,138.0,10/09/2019,138.0,Officer Michael Rodriguez,Officer Maria Famularo,Highway/Road/Alley/Street,Sector E1 Metro/South End,MAIN ST @ STATE ST,SPRINGFIELD MA,1   Suspicious Person,10/09/2019 @ 0155,10/09/2019 @ 0224,10/09/2019 @ 0232
19-1767-FI,19-205328,10/09/2019,214.0,10/09/2019,214.0,Officer David Colon,Officer Nestor Santos,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,10/09/2019 @ 0229,10/09/2019 @ 0238,10/09/2019 @ 0249
19-1768-FI,19-205380,10/09/2019,437.0,10/09/2019,437.0,Officer Joshua Dufrane,Officer Jacob Boudreau,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,IN FRONT OF,SPRINGFIELD MA,1   Police Information,10/09/2019 @ 0443,10/09/2019 @ 0449,10/09/2019 @ 0607
19-1769-FI,19-205762,10/09/2019,1738.0,10/09/2019,1738.0,Officer Brendan O'Brien,Officer Corey Clark,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Drug Activity,10/09/2019 @ 1830,10/09/2019 @ 1838,10/09/2019 @ 1913
19-1770-FI,19-205789,10/09/2019,1823.0,10/09/2019,1823.0,Lieutenant Julio Toledo,Officer Thomas Meleady,,,,,,,,
19-1771-FI,19-205829,10/09/2019,1918.0,10/09/2019,1918.0,Officer Aristides Casillas,Officer Ricardo Rivera Flores,Other/Unknown,Sector A N. End/Memorial,MEDINAS SUPERMARKET,SPRINGFIELD MA,1   Suspicious Person,10/09/2019 @ 1921,10/09/2019 @ 1929,10/10/2019 @ 2156
19-1772-FI,19-205900,10/09/2019,2144.0,10/09/2019,2144.0,Officer Jomaris Vazquez,Officer Juan Taveras,Drug Store/Doctor's Office/,Sector B1 Liberty Heights,,,1   Suspicious Activity,10/09/2019 @ 2149,10/09/2019 @ 2201,10/09/2019 @ 2226
19-1773-FI,19-206083,10/10/2019,423.0,10/10/2019,423.0,Officer Joseph Bergdoll,Officer Mark Evans,Parking Lot/Garage,Sector E2 Metro/6Corners,SCHOOL ST @ HIGH ST,SPRINGFIELD MA,1   Suspicious Vehicle,10/10/2019 @ 0432,10/10/2019 @ 0456,10/10/2019 @ 0542
19-1774-FI,19-206024,10/10/2019,213.0,10/10/2019,213.0,Officer Maria Famularo,Officer Michael Rodriguez,Highway/Road/Alley/Street,Sector E1 Metro/South End,DWIGHT ST @ FRANK B MURRAY ST,SPRINGFIELD MA,1   Police Information,10/10/2019 @ 0516,10/10/2019 @ 0606,10/10/2019 @ 0712
19-1775-FI,19-206221,10/10/2019,1014.0,10/10/2019,1014.0,Officer Chad Joseph,Officer Gregory Vatrano,Highway/Road/Alley/Street,Sector H1 Forest Park,,,1   Police Information,10/10/2019 @ 1037,10/10/2019 @ 1054,10/10/2019 @ 1058
19-1776-FI,19-206256,10/10/2019,1101.0,10/10/2019,1101.0,Officer Anthony Sowers,Officer Joel-Bernard Stern,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Police Information,10/10/2019 @ 1110,10/10/2019 @ 1154,10/10/2019 @ 1202
19-1777-FI,19-206408,10/10/2019,1502.0,10/10/2019,1502.0,Officer Joel-Bernard Stern,,Parking Lot/Garage,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspected Prostitution,10/10/2019 @ 1522,10/10/2019 @ 1526,10/10/2019 @ 1531
19-1778-FI,19-206430,10/10/2019,1549.0,10/10/2019,1549.0,Officer Joshua Dufresne,,Restaurant/Cafeteria,Sector B1 Liberty Heights,PUERTO RICO BAKERY,SPRINGFIELD MA,1   Gang Activity,10/10/2019 @ 1551,10/10/2019 @ 1553,10/10/2019 @ 1613
19-1779-FI,19-206488,10/10/2019,1710.0,10/10/2019,1710.0,Lieutenant Julio Toledo,Officer Thomas Meleady,Specialty Store,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity (OPEN CONTAINER OF ALCOHOL),10/10/2019 @ 1800,10/10/2019 @ 2221,10/10/2019 @ 2221
19-1780-FI,19-206504,10/10/2019,1726.0,10/10/2019,1726.0,Officer James Crogan,Officer Felix Aguirre,Highway/Road/Alley/Street,Sector H1 Forest Park,BELMONT AVE @ KEITH ST,SPRINGFIELD MA,1   Gang Activity,10/10/2019 @ 1744,10/10/2019 @ 1818,10/10/2019 @ 2115
19-1781-FI,19-206523,10/10/2019,1742.0,10/10/2019,1742.0,Lieutenant Julio Toledo,Officer Thomas Meleady,Residence/Home/Apt./Condo,Sector A N. End/Memorial,,,1   Suspicious Activity,10/10/2019 @ 2158,10/10/2019 @ 2238,10/22/2019 @ 1938
19-1782-FI,19-206543,10/10/2019,1814.0,10/10/2019,1814.0,Officer Chad Joseph,Officer Gregory Vatrano,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Gang Activity,10/10/2019 @ 1821,10/10/2019 @ 1957,10/10/2019 @ 2000
19-1783-FI,19-206545,10/10/2019,1816.0,10/10/2019,1816.0,Officer James Trubia,Officer Anthony DiSantis,Highway/Road/Alley/Street,Sector E1 Metro/South End,FREMONT ST @ E COLUMBUS AVE,SPRINGFIELD MA,1   Gang Activity,10/10/2019 @ 1931,10/11/2019 @ 0752,10/14/2019 @ 1728
19-1784-FI,19-206667,10/10/2019,1730.0,10/10/2019,1730.0,Officer Carla Daniele,Sergeant Johnathan Torres,Air/Bus/Train Terminal,Sector E1 Metro/South End,UNION STATION,SPRINGFIELD MA,1   Drug Activity,10/10/2019 @ 2246,10/11/2019 @ 0121,10/14/2019 @ 1727
19-1785-FI,19-206677,10/10/2019,2203.0,10/10/2019,2203.0,Officer Josh Wood,Officer David Ninh,Highway/Road/Alley/Street,Sector E1 Metro/South End,MAIN ST @ MILL ST,SPRINGFIELD MA,1   Suspicious Person,10/10/2019 @ 2208,10/10/2019 @ 2225,10/10/2019 @ 2232
19-1786-FI,19-207151,10/11/2019,1325.0,10/11/2019,1325.0,Captain Jeffrey Martucci,Officer Darrin Fitzpatrick,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ HIGH ST,SPRINGFIELD MA,1   DISTURBANCE,,,
19-1787-FI,19-207581,10/12/2019,121.0,10/12/2019,121.0,Officer Joshua Norris,Officer Joel Rosemond,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,STATE ST @ ANDREW ST,,1   Suspicious Person,10/12/2019 @ 0131,10/12/2019 @ 0227,10/12/2019 @ 0645
19-1788-FI,19-207655,10/12/2019,342.0,10/12/2019,342.0,Officer Kelley Diederich,,Parking Lot/Garage,Sector C East Springfield,PARKING LOT BEHIND MARSHALL ROY,"NOTRE DAME ST @ EL PASO ST
    SPRINGFIELD MA",1   Suspicious Vehicle,10/12/2019 @ 0349,10/12/2019 @ 0358,10/12/2019 @ 0404
19-1789-FI,19-207689,10/12/2019,517.0,10/12/2019,517.0,Officer Mark Evans,Officer Edwin Parrilla,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   LOUD MUSIC/NOISE,10/12/2019 @ 0548,10/12/2019 @ 0552,10/12/2019 @ 0603
19-1790-FI,19-207746,10/12/2019,925.0,10/12/2019,925.0,Officer Gregory Vatrano,,Convenience Store,Sector H2 Forest Park/EFP,VALERO GAS STATION,SPRINGFIELD MA,1   Drug Activity,10/12/2019 @ 0928,10/12/2019 @ 1232,01/23/2020 @ 1608
19-1791-FI,19-207985,10/12/2019,1759.0,10/12/2019,1759.0,Officer Jomaris Vazquez,Officer Cameron Bugbee,Liquor Store,Sector A N. End/Memorial,CHRISTOPHERS PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person,10/12/2019 @ 1805,10/12/2019 @ 1819,10/25/2019 @ 0541
19-1792-FI,19-208112,10/12/2019,2205.0,10/12/2019,2205.0,Officer Jomaris Vazquez,Officer Cameron Bugbee,Highway/Road/Alley/Street,Sector A N. End/Memorial,MAIN ST @ GREENWICH ST,SPRINGFIELD MA,1   LOITERING,10/12/2019 @ 2215,10/12/2019 @ 2227,10/12/2019 @ 2236
19-1793-FI,19-208158,10/12/2019,2345.0,10/12/2019,2345.0,Officer Maria Famularo,Officer Thomas Day,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ HIGH ST,SPRINGFIELD MA,1   Suspicious Vehicle,10/12/2019 @ 2348,10/13/2019 @ 0010,10/13/2019 @ 0051
19-1794-FI,19-208257,10/13/2019,247.0,10/13/2019,247.0,Officer Stanley Clerge,Officer Noel Agosto,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,STATE ST @ ANDREW ST,SPRINGFIELD MA,1   Suspicious Person,10/13/2019 @ 0331,10/13/2019 @ 0348,10/13/2019 @ 0425
19-1795-FI,19-208275,10/13/2019,315.0,10/13/2019,315.0,Officer Stanley Clerge,Officer Noel Agosto,Park/Playground,Sector G1 P.P./Boston Rd.,BLUNT PARK PARKING LOT OFF ROOSEVELT AVE,"ROOSEVELT AVE @ EDGEMONT ST
    SPRINGFIELD MA",1   Suspicious Vehicle,10/13/2019 @ 0356,10/13/2019 @ 0407,10/13/2019 @ 0426
19-1796-FI,19-208291,10/13/2019,354.0,10/13/2019,354.0,Officer Christopher Duff,Officer Sian Simpson,Highway/Road/Alley/Street,Sector H1 Forest Park,SUMNER AVE @ GREENLEAF ST,SPRINGFIELD MA,1   Police Information (TRAFFIC STOP),10/13/2019 @ 0413,10/13/2019 @ 0422,10/13/2019 @ 0444
19-1797-FI,19-208368,10/13/2019,915.0,10/13/2019,915.0,Officer Troy Hufnagel,,,,,,,,,
19-1798-FI,19-208424,10/13/2019,1117.0,10/13/2019,1117.0,Officer Chad Joseph,,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Drug Activity,10/13/2019 @ 1214,10/13/2019 @ 1224,10/13/2019 @ 1335
19-1799-FI,19-208602,10/13/2019,1715.0,10/13/2019,1715.0,Officer Ricardo Rivera Flores,Officer Robert Bellucci,Parking Lot/Garage,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Person,10/13/2019 @ 1727,10/13/2019 @ 1740,10/13/2019 @ 1747
19-1800-FI,19-208627,10/13/2019,1751.0,10/13/2019,1751.0,Officer Cameron Bugbee,Officer Patrick Haggerty,Other/Unknown,Sector A N. End/Memorial,CHRISTOPHERS PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person,10/13/2019 @ 1930,10/13/2019 @ 1945,10/13/2019 @ 1949
19-1801-FI,19-208629,10/13/2019,1754.0,10/13/2019,1754.0,Officer Daniel Carmody,Sergeant Daniel Johnson,,,,,,,,
19-1802-FI,19-208640,10/13/2019,1812.0,10/13/2019,1812.0,Officer Ryan McCarthy,Officer Angel Monserrate,Residence/Home/Apt./Condo,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Suspicious Activity (POSSIBLE ROBBERY OF DELIVERY DRIVER),10/13/2019 @ 1911,10/13/2019 @ 2031,10/13/2019 @ 2048
19-1803-FI,19-208646,10/13/2019,1821.0,10/13/2019,1821.0,Officer Daniel Carmody,Sergeant Daniel Johnson,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,ROOSEVELT AVE @ SURREY RD,SPRINGFIELD MA,1   Police Information,10/13/2019 @ 1956,10/13/2019 @ 2016,10/13/2019 @ 2049
19-1804-FI,19-209046,10/14/2019,1203.0,10/14/2019,1203.0,Officer Chad Joseph,,Park/Playground,Sector H1 Forest Park,CARRAGE HOUSE,SPRINGFIELD MA,1   Suspicious Activity,,,
19-1805-FI,19-209072,10/14/2019,1250.0,10/14/2019,1250.0,Officer Joel-Bernard Stern,Officer Ahmad Sharif,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,HIGH ST @ SCHOOL ST,SPRINGFIELD MA,1   Suspicious Person,,,
19-1806-FI,19-209078,10/14/2019,1258.0,10/14/2019,1258.0,Officer Douglas Bernier,Officer Ryan Dibernardo,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Suspicious Person,10/14/2019 @ 1359,10/14/2019 @ 1636,10/27/2019 @ 1733
19-1807-FI,19-209131,10/14/2019,1438.0,10/14/2019,1438.0,Officer Joel-Bernard Stern,Officer Ahmad Sharif,Park/Playground,Sector E1 Metro/South End,COURT SQUARE,SPRINGFIELD MA,1   Police Information,,,
19-1808-FI,19-209200,10/14/2019,1731.0,10/14/2019,1731.0,Officer Corey Clark,Officer Cameron Russell,Hotel/Motel/Temp. Lodgings,Sector E1 Metro/South End,HOLIDAY INN EXPRESS,SPRINGFIELD MA,1   Police Information,10/14/2019 @ 1737,10/14/2019 @ 1743,10/14/2019 @ 2245
19-1809-FI,19-209204,10/14/2019,1739.0,10/14/2019,1739.0,Officer Florissa Fuentes,Sergeant Daniel Johnson,Residence/Home/Apt./Condo,Sector H2 Forest Park/EFP,,,1   COMMUNITY CONTACT,10/14/2019 @ 1745,10/14/2019 @ 1752,10/14/2019 @ 1814
19-1810-FI,19-209262,10/14/2019,1924.0,10/14/2019,1924.0,Officer Adam Berg,Officer Cameron Bugbee,Park/Playground,Sector A N. End/Memorial,BIKE PATH,SPRINGFIELD MA,1   Suspicious Person,10/14/2019 @ 2000,10/14/2019 @ 2043,10/22/2019 @ 1939
19-1812-FI,19-209386,10/14/2019,2336.0,10/14/2019,2336.0,Officer Shelley Whitley,Officer Ramon Sierra,Other/Unknown,Sector G2 P.P./Boston Rd.,MIDAS AUTO SYSTEMS EXPERTS #1,SPRINGFIELD MA,1   Suspicious Person,10/15/2019 @ 0001,10/15/2019 @ 0022,10/15/2019 @ 0031
19-1813-FI,19-209391,10/15/2019,1.0,10/15/2019,1.0,Officer Michael Rodriguez,Officer Maria Famularo,Convenience Store,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,10/15/2019 @ 0013,10/15/2019 @ 0035,10/15/2019 @ 0043
19-1814-FI,19-209608,10/15/2019,851.0,10/15/2019,851.0,Officer Raymond Mateo,Officer Arjel Falcon,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Drug Activity,10/15/2019 @ 0903,10/15/2019 @ 0924,10/15/2019 @ 0929
19-1815-FI,19-209646,10/15/2019,942.0,10/15/2019,942.0,Officer Jianyi Xu,Officer Charles Scheehser,Parking Lot/Garage,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Drug Activity,,,
19-1816-FI,19-209676,10/15/2019,1028.0,10/15/2019,1028.0,Officer Raymond Mateo,Officer Arjel Falcon,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Activity,10/15/2019 @ 1104,10/15/2019 @ 1124,10/15/2019 @ 1208
19-1817-FI,19-209954,10/15/2019,1706.0,10/15/2019,1706.0,Officer Florissa Fuentes,Officer Abraham Cherenfant,,,,,,,,
19-1818-FI,19-209943,10/15/2019,1641.0,10/15/2019,1641.0,Officer Andrew Rivera,Officer Kevin White,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,10/15/2019 @ 1950,10/15/2019 @ 2118,10/22/2019 @ 1936
19-1820-FI,19-210212,10/16/2019,126.0,10/16/2019,126.0,Officer Jacob Boudreau,Officer Joshua Dufrane,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,,,1   Gang Activity,10/16/2019 @ 0143,10/16/2019 @ 0232,10/16/2019 @ 0418
19-1821-FI,19-210419,10/16/2019,1017.0,10/16/2019,1017.0,Officer Jomaris Vazquez,Officer Jose Silva,Highway/Road/Alley/Street,Sector A N. End/Memorial,MAIN ST @ OSGOOD ST,SPRINGFIELD MA,1   DISTURBANCE,10/16/2019 @ 1024,10/16/2019 @ 1048,10/16/2019 @ 1204
19-1822-FI,19-210486,10/16/2019,1139.0,10/16/2019,1139.0,Officer Anthony Sowers,Officer Joel-Bernard Stern,Park/Playground,Sector E1 Metro/South End,COURT SQUARE,"MAIN ST @ ELM ST
     SPRINGFIELD MA",1   Drug Activity/SECTION 12 FOR HEROIN,10/16/2019 @ 1230,10/16/2019 @ 1406,10/16/2019 @ 1408
19-1823-FI,19-210611,10/16/2019,1413.0,10/16/2019,1413.0,Officer Jomaris Vazquez,Officer Jose Silva,Other/Unknown,Sector A N. End/Memorial,RIVERWALK & BIKEWAY - SECTOR A,SPRINGFIELD MA,1   Suspicious Activity,,,
19-1824-FI,19-210718,10/16/2019,1656.0,10/16/2019,1656.0,Officer Donnievan Figueroa,Officer Andrew Rivera,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,10/16/2019 @ 1838,10/16/2019 @ 1902,10/16/2019 @ 1919
19-1826-FI,19-211772,10/17/2019,1831.0,10/17/2019,1831.0,Officer Adam Berg,Officer Andrew Rivera,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Police Information,10/17/2019 @ 1852,10/17/2019 @ 1907,10/17/2019 @ 1927
19-1827-FI,19-211896,10/17/2019,2216.0,10/17/2019,2216.0,Officer Donnievan Figueroa,Officer Cameron Bugbee,Shopping Mall,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,10/17/2019 @ 2233,10/17/2019 @ 2257,10/17/2019 @ 2300
19-1828-FI,19-211918,10/17/2019,2302.0,10/17/2019,2302.0,Officer Joel Lopez,,,,,,,,,
