interview_number,call_number,date_time_rpt_date,date_time_rpt_time,rpt_date_time_date,rpt_date_time_time,reporting_officer,assisting_officer,location_type,zone,street,city_state,reason,entered,modified,approved
18-28-FI,18-4808,01/07/2018,1710.0,01/07/2018,1710.0,Officer Manuel Ayala,Officer Patrick Haggerty,Highway/Road/Alley/Street,Sector A N. End/Memorial,PRICE CUTTER,SPRINGFIELD MA,1   Drug Activity,01/08/2018 @ 2146,01/08/2018 @ 2254,01/08/2018 @ 2315
18-29-FI,18-5172,01/08/2018,842.0,01/08/2018,842.0,Officer Troy Hufnagel,,Residence/Home/Apt./Condo,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Person,01/08/2018 @ 0934,01/08/2018 @ 1135,01/08/2018 @ 1234
18-3-FI,18-384,01/01/2018,1339.0,01/01/2018,1339.0,Lieutenant John Zollo,,Highway/Road/Alley/Street,Sector E1 Metro/South End,IN FRONT OF GRAHAM'S PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person,,,
18-30-FI,18-5206,01/08/2018,931.0,01/08/2018,931.0,Officer Alan Bethea,Officer Jason Laviolette,Highway/Road/Alley/Street,,,,1   Police Information,01/08/2018 @ 1014,01/08/2018 @ 1019,01/08/2018 @ 1108
18-31-FI,18-5656,01/08/2018,2110.0,01/08/2018,2110.0,Officer Arjel Falcon,Officer Joel Reyes,Service/Gas Station,Sector E1 Metro/South End,BROAD ST TRUCK STOP,SPRINGFIELD MA,1   Suspicious Activity (PROSTITUTION),01/08/2018 @ 2145,01/08/2018 @ 2153,01/08/2018 @ 2315
18-32-FI,18-5933,01/09/2018,854.0,01/09/2018,854.0,Officer Troy Hufnagel,,Residence/Home/Apt./Condo,Sector E1 Metro/South End,,,1   Suspicious Person,01/09/2018 @ 0933,01/09/2018 @ 0951,01/09/2018 @ 1022
18-33-FI,18-6153,01/09/2018,1341.0,01/09/2018,1341.0,Lieutenant John Zollo,,Highway/Road/Alley/Street,Sector E1 Metro/South End,TAYLOR ST @ MAIN ST,SPRINGFIELD MA,1   Suspicious Activity,01/09/2018 @ 1347,01/09/2018 @ 1348,01/09/2018 @ 1415
18-34-FI,18-6330,01/09/2018,1808.0,01/09/2018,1808.0,Officer Michael Sierra,Officer Douglas Bernier,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,STATE ST @ CATHARINE ST,SPRINGFIELD MA,1   Police Information,01/09/2018 @ 1832,01/09/2018 @ 1921,01/10/2018 @ 2259
18-35-FI,18-6449,01/09/2018,2125.0,01/09/2018,2125.0,Officer Michael Sierra,Officer Douglas Bernier,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,EASTERN AVE @ KING ST,,1   Police Information,01/09/2018 @ 2143,01/09/2018 @ 2243,01/10/2018 @ 2300
18-36-FI,18-6548,01/10/2018,110.0,01/10/2018,110.0,Sergeant Sean Sullivan,Officer Shavonne Lewis,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person,01/10/2018 @ 0129,01/10/2018 @ 0153,01/10/2018 @ 0205
18-37-FI,18-6847,01/10/2018,1109.0,01/10/2018,1109.0,Officer Troy Hufnagel,,Air/Bus/Train Terminal,Sector E1 Metro/South End,UNION STATION PARKING GARAGE,SPRINGFIELD MA,1   Suspicious Vehicle,01/10/2018 @ 1141,01/10/2018 @ 1211,01/10/2018 @ 1236
18-38-FI,18-7088,01/10/2018,1733.0,01/10/2018,1733.0,Officer Darrin Fitzpatrick,Captain Scott Richard,Other/Unknown,Sector E1 Metro/South End,FRIGO FOOD PRODUCTS SALES CO INC,SPRINGFIELD MA,1   POLICE INFORMATION/ TRESPASS FROM FRIGO'S,01/10/2018 @ 2122,01/10/2018 @ 2158,01/10/2018 @ 2321
18-39-FI,18-7145,01/10/2018,1835.0,01/10/2018,1835.0,Officer Anthony Sowers,Officer Maciej Jasinski,Other/Unknown,Sector E1 Metro/South End,POSTAL SERVICE AREA POST OFFICES SPRINGFIELD,SPRINGFIELD MA,1   TRAFFIC STO;P,01/10/2018 @ 1840,01/10/2018 @ 1846,01/10/2018 @ 1942
18-4-FI,18-451,01/01/2018,1638.0,01/01/2018,1638.0,Officer Juan Taveras,,Highway/Road/Alley/Street,Sector A N. End/Memorial,CHRISTOPHERS PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Activity,01/01/2018 @ 1648,01/01/2018 @ 1716,01/01/2018 @ 1818
18-40-FI,18-7284,01/10/2018,2220.0,01/10/2018,2220.0,Officer Lindsay Tagliapietra,Sergeant William Catellier,Parking Lot/Garage,City,CHESTNUT ST @ LIBERTY ST,SPRINGFIELD MA,1   Suspicious Activity,01/10/2018 @ 2228,01/10/2018 @ 2237,01/10/2018 @ 2321
18-41-FI,18-7547,01/11/2018,935.0,01/11/2018,935.0,Officer Dustin Hull,Officer Julio Vazquez,Commercial/Office Building,Sector H1 Forest Park,TAY DO BEAUTY SHOP,SPRINGFIELD MA,1   ALARM CALL,01/11/2018 @ 0958,01/11/2018 @ 1019,01/11/2018 @ 1033
18-42-FI,18-7753,01/11/2018,1419.0,01/11/2018,1419.0,Lieutenant John Zollo,,Liquor Store,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Activity/LOITERING/DRINKING,01/11/2018 @ 1436,01/11/2018 @ 1438,01/11/2018 @ 1539
18-43-FI,18-7871,01/11/2018,1740.0,01/11/2018,1740.0,Officer Lindsay Tagliapietra,Captain Scott Richard,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,ACROSS FROM,SPRINGFIELD MA,1   Drug Activity,01/11/2018 @ 1754,01/11/2018 @ 1807,01/11/2018 @ 1837
18-44-FI,18-7975,01/11/2018,1951.0,01/11/2018,1951.0,Officer Arjel Falcon,Officer Angel Monserrate,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Activity,,,
18-45-FI,18-8145,01/12/2018,27.0,01/12/2018,27.0,Officer Edward Brunton,Officer Nestor Santos,,,,,,,,
18-46-FI,18-8226,01/12/2018,257.0,01/12/2018,257.0,Officer Joel Rosemond,Officer Jonathan Turner,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,KING ST @ WILBRAHAM AVE,SPRINGFIELD MA,1   Suspicious Vehicle,01/12/2018 @ 0405,01/12/2018 @ 0435,01/12/2018 @ 0446
18-47-FI,18-8351,01/12/2018,934.0,01/12/2018,934.0,Lieutenant John Zollo,,Liquor Store,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Activity/LOITERING,01/12/2018 @ 0944,01/12/2018 @ 0955,01/12/2018 @ 1037
18-48-FI,18-8396,01/12/2018,1031.0,01/12/2018,1031.0,Lieutenant John Zollo,,Liquor Store,Sector E1 Metro/South End,FREMONT ST @ MAIN ST,SPRINGFIELD MA,1   Suspicious Activity/LOITERING,01/12/2018 @ 1036,01/12/2018 @ 1040,01/12/2018 @ 1044
18-49-FI,,01/12/2018,1031.0,01/12/2018,1031.0,Officer Hermino Rivas Jr.,,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,,SPRINGFIELD MA,1   SHOT SPOTTER ACTIVATION/HIT-N-RUN ACCIDENT,01/12/2018 @ 1047,01/12/2018 @ 1119,01/12/2018 @ 1503
18-5-FI,18-521,01/01/2018,1834.0,01/01/2018,1834.0,Officer Anthony Kelliher,Officer Daniel Billingsley,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Drug Activity,01/01/2018 @ 1919,01/01/2018 @ 2042,01/01/2018 @ 2144
18-50-FI,18-8465,01/12/2018,1145.0,01/12/2018,1145.0,Officer Stephen Tyburski,,Restaurant/Cafeteria,Sector E1 Metro/South End,MCDONALDS,,1   Suspicious Activity PAN HANDLING,01/12/2018 @ 1201,01/12/2018 @ 1215,01/12/2018 @ 1532
18-51-FI,18-8590,01/12/2018,1455.0,01/12/2018,1455.0,Officer Chad Joseph,,Other/Unknown,Sector H1 Forest Park,OAKLAND ST @ BELMONT AVE,SPRINGFIELD MA,1   Suspicious Person,01/12/2018 @ 1639,01/12/2018 @ 1649,01/12/2018 @ 1705
18-52-FI,18-8739,01/12/2018,1842.0,01/12/2018,1842.0,Officer Chad Joseph,Officer Daniel Billingsley,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person,01/12/2018 @ 1849,01/12/2018 @ 1855,01/12/2018 @ 1925
18-53-FI,18-8779,01/12/2018,1930.0,01/12/2018,1930.0,Sergeant William Catellier,Officer Lindsay Tagliapietra,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Gang Activity,01/12/2018 @ 1934,01/12/2018 @ 1940,01/12/2018 @ 2000
18-54-FI,18-8724,01/12/2018,1825.0,01/12/2018,1825.0,Officer Dads Dominque,Officer Jose Silva,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   PERSON OF INTEREST,01/12/2018 @ 1954,01/12/2018 @ 2028,03/07/2018 @ 1430
18-55-FI,18-8994,01/13/2018,142.0,01/13/2018,142.0,Officer Matthew Truex,Officer Michael Rodriguez,Highway/Road/Alley/Street,Sector B1 Liberty Heights,,SPRINGFIELD MA,1   Suspicious Person - SHOT SPOTTER,01/13/2018 @ 0232,01/13/2018 @ 0437,01/13/2018 @ 0715
18-56-FI,18-9041,01/13/2018,332.0,01/13/2018,332.0,Officer Christopher Duff,Officer Roberto Gonzalez,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Vehicle (MV STOP),01/13/2018 @ 0511,01/13/2018 @ 0559,01/13/2018 @ 0714
18-57-FI,18-9375,01/13/2018,1647.0,01/13/2018,1647.0,Officer John Barlow,,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,SHATTUCK ST @ WILLARD AVE,SPRINGFIELD MA,1   Gang Activity- EASTERN AVE,01/13/2018 @ 1653,01/13/2018 @ 1657,01/13/2018 @ 1739
18-58-FI,18-9342,01/13/2018,1556.0,01/13/2018,1556.0,Officer Michael Sierra,Officer Douglas Bernier,,,,,,,,
18-59-FI,18-9417,01/13/2018,1746.0,01/13/2018,1746.0,Officer Darrin Fitzpatrick,,,,,,,,,
18-6-FI,18-972,01/02/2018,1043.0,01/02/2018,1043.0,Lieutenant John Zollo,,Commercial/Office Building,Sector E1 Metro/South End,GRAHAM'S,SPRINGFIELD MA,1   Suspicious Activity/LOITERING,01/02/2018 @ 1115,01/02/2018 @ 1117,01/02/2018 @ 1200
18-60-FI,18-9498,01/13/2018,1941.0,01/13/2018,1941.0,Officer Igor Basovskiy,Officer John Ruyffelaert,Residence/Home/Apt./Condo,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Police Information,01/13/2018 @ 2051,01/13/2018 @ 2158,01/13/2018 @ 2325
18-61-FI,18-9929,01/14/2018,1222.0,01/14/2018,1222.0,Officer Daniel Billingsley,,Residence/Home/Apt./Condo,Sector H2 Forest Park/EFP,,SPRINGFIELD MA,1   Suspicious Person-SUICIDAL MALE,01/14/2018 @ 1225,01/14/2018 @ 1231,03/07/2018 @ 1428
18-62-FI,18-10006,01/14/2018,1459.0,01/14/2018,1459.0,Officer Adan Cruz,Officer Douglas Bernier,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Police Information,01/14/2018 @ 1521,01/14/2018 @ 1535,01/18/2018 @ 2245
18-63-FI,18-10217,01/14/2018,2141.0,01/14/2018,2141.0,Officer Juan Taveras,Officer Patrick Haggerty,Highway/Road/Alley/Street,Sector B1 Liberty Heights,CHESTNUT ST @ CAREW ST,SPRINGFIELD MA,1   Suspicious Activity/PANHANDLING,01/14/2018 @ 2148,01/14/2018 @ 2204,02/05/2018 @ 1740
18-64-FI,18-10671,01/15/2018,1345.0,01/15/2018,1345.0,Officer Chad Joseph,,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   WINDSHIELD SHOT WITH BB GUN,,,
18-65-FI,18-10669,01/15/2018,1345.0,01/15/2018,1345.0,Officer Manuel Ayala,,Highway/Road/Alley/Street,Sector A N. End/Memorial,MAIN ST @ DOVER ST,SPRINGFIELD MA,1   Suspicious Activity,01/16/2018 @ 1224,01/16/2018 @ 1355,01/16/2018 @ 1410
18-66-FI,18-10761,01/15/2018,1649.0,01/15/2018,1649.0,Officer Michael Sierra,,Drug Store/Doctor's Office/,Sector F1 McKnight/Bay,CVS PHARMACY SPRINGFIELD PARKING LOT,SPRINGFIELD MA,1   Suspicious Person,01/15/2018 @ 1707,01/15/2018 @ 1745,01/18/2018 @ 2244
18-67-FI,18-10810,01/15/2018,1806.0,01/15/2018,1806.0,Officer David Ninh,Officer Anthony Kelliher,Highway/Road/Alley/Street,Sector E1 Metro/South End,,,1   Suspicious Person,01/15/2018 @ 1809,01/15/2018 @ 1813,01/15/2018 @ 1848
18-68-FI,18-10812,01/15/2018,1808.0,01/15/2018,1808.0,Officer Alan Wine,Officer Igor Basovskiy,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,EDGEWOOD ST @ ACORN ST,SPRINGFIELD MA,1   Gang Activity/SYCAMORE STREET GANG,01/15/2018 @ 1821,01/15/2018 @ 1836,01/15/2018 @ 1849
18-69-FI,18-11538,01/16/2018,1638.0,01/16/2018,1638.0,Officer Anthony Sowers,Officer Herman Little,Other/Unknown,Sector H1 Forest Park,FRIENDLY ICE CREAM CORP RESTAURANTS #4,SPRINGFIELD MA,1   Police Information,01/16/2018 @ 1834,01/16/2018 @ 1844,01/16/2018 @ 1942
18-7-FI,18-1243,01/02/2018,1724.0,01/02/2018,1724.0,Officer Daniel Billingsley,Officer Anthony Kelliher,Highway/Road/Alley/Street,Sector H1 Forest Park,BELMONT AVE @ FOREST ST,SPRINGFIELD MA,1   Suspicious Vehicle,01/02/2018 @ 1735,01/02/2018 @ 1806,01/02/2018 @ 1824
18-70-FI,18-11565,01/16/2018,1727.0,01/16/2018,1727.0,Officer Michael Sierra,Officer Samantha Jones,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Gang Activity,01/16/2018 @ 1832,01/16/2018 @ 1931,01/18/2018 @ 2243
18-71-FI,18-11628,01/16/2018,1854.0,01/16/2018,1854.0,Officer David Ninh,Lieutenant Julio Toledo,Liquor Store,Sector H1 Forest Park,SOUTH END PACKAGE STORE INC,SPRINGFIELD MA,1   Suspicious Person,01/16/2018 @ 1913,01/16/2018 @ 2234,02/05/2018 @ 1738
18-72-FI,18-11748,01/16/2018,2213.0,01/16/2018,2213.0,Officer Michael Sierra,Officer Samantha Jones,Parking Lot/Garage,Sector F1 McKnight/Bay,BERGEN CIRCLE APARTMENTS LOT,SPRINGFIELD MA,1   Gang Activity/POLICE INFORMATION,01/16/2018 @ 2219,01/16/2018 @ 2239,01/18/2018 @ 2241
18-73-FI,18-11882,01/17/2018,248.0,01/17/2018,248.0,Sergeant Matthew Benoit,Officer Edwin Irizary,Parking Lot/Garage,Sector E1 Metro/South End,RED ROSE PIZZERIA,SPRINGFIELD MA,1   Suspicious Vehicle,01/17/2018 @ 0737,01/17/2018 @ 0746,01/17/2018 @ 0745
18-74-FI,18-12003,01/17/2018,851.0,01/17/2018,851.0,Officer Adan Cruz,,Parking Lot/Garage,Sector F1 McKnight/Bay,BERGEN CIRCLE APARTMENTS,SPRINGFIELD MA,1   Police Information,01/17/2018 @ 0909,01/17/2018 @ 0926,01/18/2018 @ 2241
18-75-FI,18-12108,01/17/2018,1117.0,01/17/2018,1117.0,Officer Ali Soffan,Officer Martin Curley,Air/Bus/Train Terminal,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Police Information SUSPECT,01/17/2018 @ 1212,01/17/2018 @ 1228,01/17/2018 @ 1534
18-76-FI,18-12130,01/17/2018,1210.0,01/17/2018,1210.0,Officer Daniel Billingsley,Officer Chad Joseph,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspected Prostitution,01/17/2018 @ 1212,01/17/2018 @ 1223,01/17/2018 @ 1529
18-77-FI,18-12189,01/17/2018,1325.0,01/17/2018,1325.0,Officer Stephen Tyburski,,,,,,,,,
18-78-FI,18-12174,01/17/2018,1312.0,01/17/2018,1312.0,Lieutenant John Zollo,,Highway/Road/Alley/Street,Sector E1 Metro/South End,CENTRAL ST @ MAPLE ST,SPRINGFIELD MA,1   Suspicious Activity,01/17/2018 @ 1352,01/17/2018 @ 1359,01/17/2018 @ 1510
18-79-FI,18-12353,01/17/2018,1818.0,01/17/2018,1818.0,Officer Michael Vona,Officer James Trubia,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,WILBRAHAM RD @ WILBRAHAM AVE,SPRINGFIELD MA,1   Gang Activity,01/17/2018 @ 1832,01/17/2018 @ 1844,01/17/2018 @ 1908
18-8-FI,18-1277,01/02/2018,1806.0,01/02/2018,1806.0,Officer Darrin Fitzpatrick,Sergeant William Catellier,Abandoned/Condemned Structu,Sector E2 Metro/6Corners,DORFMAN WM A PHYS,SPRINGFIELD MA,1   Suspicious Activity,01/02/2018 @ 1813,01/02/2018 @ 1826,01/02/2018 @ 1828
18-80-FI,18-12391,01/17/2018,1915.0,01/17/2018,1915.0,Officer Anthony Sowers,Officer Maciej Jasinski,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Drug Activity,01/17/2018 @ 1922,01/17/2018 @ 1947,01/17/2018 @ 1957
18-81-FI,18-12409,01/17/2018,1946.0,01/17/2018,1946.0,Officer Michael Chapin,Officer Arjel Falcon,Convenience Store,Sector E1 Metro/South End,ZONE MARKET,SPRINGFIELD MA 01105,1   Suspicious Person,01/17/2018 @ 1951,01/17/2018 @ 2000,01/18/2018 @ 1629
18-82-FI,18-12497,01/17/2018,1830.0,01/17/2018,1830.0,Officer Gregory Vatrano,Lieutenant Julio Toledo,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person,01/17/2018 @ 2243,01/18/2018 @ 1607,01/18/2018 @ 2053
18-83-FI,18-12518,01/17/2018,2333.0,01/17/2018,2333.0,Officer Jonathan Turner,Officer Joel Rosemond,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Gang Activity,01/17/2018 @ 2356,01/18/2018 @ 0004,01/18/2018 @ 0504
18-85-FI,18-12792,01/18/2018,926.0,01/18/2018,926.0,Lieutenant John Zollo,,Liquor Store,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Activity/LOITERING,01/18/2018 @ 0947,01/18/2018 @ 0949,01/18/2018 @ 1020
18-86-FI,18-12907,01/18/2018,1118.0,01/18/2018,1118.0,Officer Adan Cruz,,Other/Unknown,Sector F2 Old&Upper Hill,BENTON PARK PACKAGE STORE,SPRINGFIELD MA,1   Suspected Prostitution,01/18/2018 @ 1141,01/18/2018 @ 1146,01/18/2018 @ 2240
18-87-FI,18-13029,01/18/2018,1335.0,01/18/2018,1335.0,Officer Daniel Moriarty,Officer Anthony Bedinelli,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,SUMNER AVE @ CHALMERS ST,SPRINGFIELD MA,1   Suspicious Person,01/18/2018 @ 1341,01/18/2018 @ 1349,01/18/2018 @ 1410
18-88-FI,18-13075,01/18/2018,1440.0,01/18/2018,1440.0,Officer Chad Joseph,Officer Daniel Billingsley,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Activity,01/18/2018 @ 1444,01/18/2018 @ 1453,01/18/2018 @ 1501
18-89-FI,18-13158,01/18/2018,1656.0,01/18/2018,1656.0,Officer Darrin Fitzpatrick,Sergeant William Catellier,Bar/Night Club,Sector E2 Metro/6Corners,CARREGANS PARKING LOT,"AVON PL
     SPRINGFIELD MA",1   Suspicious Activity,01/18/2018 @ 1704,01/18/2018 @ 1709,01/18/2018 @ 1729
18-9-FI,18-1300,01/02/2018,1827.0,01/02/2018,1827.0,Officer Darrin Fitzpatrick,Sergeant William Catellier,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,STAIRWELL,SPRINGFIELD MA,1   Suspicious Person / TRESPASS NOTICE,01/02/2018 @ 1852,01/02/2018 @ 1901,01/02/2018 @ 1906
18-90-FI,18-13199,01/18/2018,1800.0,01/18/2018,1800.0,Officer Scott Stelzer,,Residence/Home/Apt./Condo,Sector C East Springfield,,SPRINGFIELD MA,1   Police Information,01/18/2018 @ 1904,01/18/2018 @ 1916,01/18/2018 @ 2021
18-91-FI,18-13229,01/18/2018,1846.0,01/18/2018,1846.0,Sergeant Daniel Johnson,Sergeant John Carolan,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,MAPLE ST @ HIGH ST,SPRINGFIELD MA,1   Police Information,01/18/2018 @ 1901,01/18/2018 @ 1905,01/18/2018 @ 1957
18-92-FI,18-13248,01/18/2018,1906.0,01/18/2018,1906.0,Officer Gregory Vatrano,,Liquor Store,Sector H1 Forest Park,SOUTH END PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person / PANHANDLING,01/18/2018 @ 1908,01/18/2018 @ 2043,01/18/2018 @ 2046
18-93-FI,18-13382,01/18/2018,2148.0,01/18/2018,2148.0,Officer Michael Chapin,,Convenience Store,Sector E1 Metro/South End,ZONE MARKET,SPRINGFIELD MA 01105,1   Suspected Prostitution,01/18/2018 @ 2157,01/18/2018 @ 2207,01/27/2018 @ 2311
18-94-FI,18-13366,01/18/2018,2123.0,01/18/2018,2123.0,Officer Benis Peguero,Officer Nelson Milano,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person,01/18/2018 @ 2205,01/18/2018 @ 2234,01/18/2018 @ 2256
18-95-FI,18-13766,01/19/2018,1116.0,01/19/2018,1116.0,Officer Manuel Ayala,Officer Jose Silva,Highway/Road/Alley/Street,Sector A N. End/Memorial,MAIN ST @ GROVE ST,SPRINGFIELD MA,1   Police Information,01/19/2018 @ 1122,01/19/2018 @ 1354,02/05/2018 @ 1734
18-97-FI,18-13836,01/19/2018,1254.0,01/19/2018,1254.0,Officer Armenio Garcia,Officer Martin Curley,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Drug Activity,01/19/2018 @ 1340,01/19/2018 @ 1411,01/27/2018 @ 2311
18-98-FI,18-13783,01/19/2018,1133.0,01/19/2018,1133.0,Officer Manuel Ayala,Officer Jose Silva,Restaurant/Cafeteria,Sector A N. End/Memorial,TACO BELL #1,SPRINGFIELD MA,1   Drug Activity,,,
18-99-FI,18-14008,01/19/2018,1746.0,01/19/2018,1746.0,Officer Maciej Jasinski,Officer Anthony Sowers,Other/Unknown,Sector E2 Metro/6Corners,MERRILLS SUPERETTE,SPRINGFIELD MA,1   Suspicious Person,01/19/2018 @ 1755,01/19/2018 @ 1813,01/19/2018 @ 1827
18-174-FI,18-23577,02/01/2018,1250.0,02/01/2018,1250.0,Lieutenant John Zollo,,Convenience Store,Sector E1 Metro/South End,CVS,SPRINGFIELD MA,1   Suspicious Activity,02/01/2018 @ 1329,02/01/2018 @ 1340,02/01/2018 @ 1429
18-175-FI,18-23897,02/01/2018,2128.0,02/01/2018,2128.0,Sergeant Daniel Johnson,,Other/Unknown,Sector H2 Forest Park/EFP,SUNOCO A PLUS MINIMARKET,SPRINGFIELD MA,1   Suspicious Person,02/01/2018 @ 2158,02/01/2018 @ 2205,02/01/2018 @ 2214
18-176-FI,18-23934,02/01/2018,2230.0,02/01/2018,2230.0,Officer Michael Sierra,Officer Charles Scheehser,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,BAY ST @ CATHARINE ST,SPRINGFIELD MA,1   Gang Activity,02/01/2018 @ 2252,02/01/2018 @ 2310,02/08/2018 @ 1908
18-177-FI,18-24094,02/02/2018,322.0,02/02/2018,322.0,Officer Edwin Irizary,Officer Raymond Mateo,Other/Unknown,Sector E1 Metro/South End,LAUNDROMAX,SPRINGFIELD MA,1   Drug Activity/TRESPASSED,02/02/2018 @ 0346,02/02/2018 @ 0358,02/02/2018 @ 0407
18-178-FI,18-24386,02/02/2018,1328.0,02/02/2018,1328.0,Officer Chad Joseph,,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Drug Activity,02/02/2018 @ 1349,02/02/2018 @ 1359,02/02/2018 @ 1419
18-179-FI,18-24521,02/02/2018,1651.0,02/02/2018,1651.0,Officer Lindsay Tagliapietra,Sergeant William Catellier,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,,1   Drug Activity,02/02/2018 @ 1659,02/02/2018 @ 1716,02/02/2018 @ 1720
18-180-FI,18-24639,02/02/2018,1925.0,02/02/2018,1925.0,Officer Anthony Sowers,Officer Maciej Jasinski,Highway/Road/Alley/Street,Sector G2 P.P./Boston Rd.,BOSTON RD @ FIELDSTON ST,SPRINGFIELD MA,1   Suspicious Vehicle,02/03/2018 @ 1611,02/03/2018 @ 1702,02/03/2018 @ 1844
18-181-FI,18-24639,02/02/2018,1925.0,02/02/2018,1925.0,Officer Michael McNulty,,Other/Unknown,Sector G2 P.P./Boston Rd.,EASTFIELD MALL,SPRINGFIELD MA,1   Police Information,,,
18-182-FI,18-25266,02/03/2018,1656.0,02/03/2018,1656.0,Officer Joel Lopez,Officer Samantha Jones,Liquor Store,Sector F2 Old&Upper Hill,J & J PACKAGE STORE #1,SPRINGFIELD MA,1   Suspicious Activity,02/03/2018 @ 1701,02/03/2018 @ 1723,02/08/2018 @ 1909
18-183-FI,18-25271,02/03/2018,1710.0,02/03/2018,1710.0,Officer Robert Gayle,Lieutenant Julio Toledo,Convenience Store,Sector B1 Liberty Heights,,SPRINGFIELD MA,1   Police Information (TRESPASS ORDER),02/03/2018 @ 1727,02/03/2018 @ 1758,02/05/2018 @ 1713
18-184-FI,18-25299,02/03/2018,1540.0,02/03/2018,1545.0,Officer Michael Chapin,,Other/Unknown,Sector E1 Metro/South End,DILLONS PACKAGE STORE,SPRINGFIELD MA 01105,1   Police Information (TRESPASS NOTICE),02/03/2018 @ 1757,02/03/2018 @ 1823,02/04/2018 @ 2356
18-185-FI,18-25302,02/03/2018,1757.0,02/03/2018,1757.0,Sergeant Daniel Johnson,Officer David Ninh,Specialty Store,Sector H3 Forest Park/EFP,ARMOR BEARER SPORTS,SPRINGFIELD MA,1   Suspicious Activity,02/03/2018 @ 1809,02/03/2018 @ 1817,02/03/2018 @ 1845
18-186-FI,18-25320,02/03/2018,1824.0,02/03/2018,1824.0,Officer Robert Gayle,Lieutenant Julio Toledo,Highway/Road/Alley/Street,Sector A N. End/Memorial,MAIN ST @ GROVE ST,SPRINGFIELD MA,1   Suspicious Person,02/03/2018 @ 2152,02/03/2018 @ 2203,02/04/2018 @ 1613
18-187-FI,18-25353,02/03/2018,1907.0,02/03/2018,1907.0,Officer Michael Chapin,,Convenience Store,Sector E1 Metro/South End,ZONE MARKET,SPRINGFIELD MA 01105,1   Suspicious Person (PANHANDLING),02/03/2018 @ 1913,02/03/2018 @ 1916,02/04/2018 @ 2353
18-188-FI,18-25360,02/03/2018,1915.0,02/03/2018,1915.0,Officer Robert Gayle,Lieutenant Julio Toledo,Residence/Home/Apt./Condo,Sector B2 Liberty Heights,,SPRINGFIELD MA,1   Police Information,02/03/2018 @ 2143,02/03/2018 @ 2216,02/04/2018 @ 1608
18-189-FI,18-25472,02/03/2018,2223.0,02/03/2018,2223.0,Officer Michael Sierra,,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,STATE ST @ DRESDEN ST,SPRINGFIELD MA,1   Suspicious Person,02/03/2018 @ 2242,02/03/2018 @ 2302,02/08/2018 @ 1910
